Wdr12_2,Prmt5_2,CCNE2_2,NASP_2,ATAD2_3,HMGB2_4,ANP32E_4,Smc4_2,Septin9_3,Srsf2_3,Setd5_2,Wnk1_1,AW549877_2,Fam107b_1,Aurka_1,Hps4_1,Lias_2,Cdca2_3,SLBP_1,Ppip5k2_3,Bub1b_2,Wnk1_2,Sting1_1,Nop56_2,Ect2_3,Ect2_2,Kifc1_2,Rbl1_3,Rbl1_1,Ptk2_2,Espl1_1,Prc1_3,NASP_3,Smc4_3,Psmc3ip_1,Bub1b_3,Cntrob_2,Nsd2_1,Nsd2_3,Mphosph9_3,RRM2_4,Wnk1_3,Bub1_1,Ifngr2_3,Eif4g3_1,Prmt5_3,Pick1_3,Ap1g1_1,Fut10_1,Rad54l_2,Fam107b_2,Depdc1b_2,Ap1g1_3,Mta1_1,Sting1_2,Eif4g3_3,Pym1_3,Aurka_2,8030462N17Rik_1,Capn7_1,Kifc1_3,Fn3krp_3,Ehbp1_2,CKS2_1,Racgap1_3,Fam107b_3,Ehmt1_3,Fxr1_1,Ap1g1_2,Nsd2_2,Psmc3ip_3,Rabggtb_2,Phf1_2,Mphosph9_1,Bub1_2,Brd8_2,Rsrp1_1,Plcg1_1,Paip1_1,ANP32E_1,TUBB4B_4,AURKB_1,USP1_2,TOP2A_1,TTK_4,NDC80_1,Nme4_2,Tra2a_2,CENPF_2,AURKB_2,BLM_1,BIRC5_2,GTSE1_3,HMGB2_2,TOP2A_4,SMC4_2,TIPIN_4,TMPO_2,KIF11_4,MKI67_3,CCNB2_3,MSH2_4,RAD51AP1_1,RRM2_1,POLD3_2,PSRC1_3,NUSAP1_3,CKS2_2,CBX5_1,CKAP5_2,UHRF1_1,MCM6_2,NUF2_3,ANLN_1,CASP8AP2_1,CDC20_2,CDC20_1,LBR_2,CDC45_4,NCAPD2_3,NCAPD2_2,CENPF_4,LBR_4,MCM2_2,CKS1B_1,AURKA_4,BUB1_1,GMNN_2,TPX2_3,CKAP2_3,RFC2_2,CDK1_1,MCM5_2,CBX5_4,NUSAP1_4,ANLN_4,PCNA_2,PCNA_4,TTK_2,ECT2_2,HJURP_4,RRM1_3,UHRF1_3,CDCA7_1,CHAF1B_4,TMPO_1,MCM4_3,GMNN_3,TYMS_1,MCM2_3,AURKA_2,CDC25C_1,NUF2_4,CKAP2_4,BUB1_2,TUBB4B_3,CENPE_1,HMMR_1,POLD3_3,CKAP5_1,G2E3_2,RANGAP1_1,E2F8_3,CDC6_3,NDC80_2,BRIP1_4,CTCF_3,CDCA8_2,DLGAP5_1,USP1_1,NEK2_4,CDCA8_3,Plcg1_2,CCNB2_2,KIF11_2,CTCF_1,RAD51_1,CKS1B_2,TACC3_1,MCM6_4,CLSPN_4,CDC45_2,FEN1_4,KIF20B_1,ECT2_1,MSH2_3,CENPA_3,CDCA2_1,CENPA_2,RFC2_3,UBR7_2,HMMR_4,NEK2_1,DLGAP5_3,TIPIN_3,G2E3_3,MCM4_2,GAS2L3_1,KIF2C_2,RPA2_1,KIF23_1,RRM1_1,TPX2_4,RAD51AP1_3,SLBP_2,TYMS_3,RPA2_2,GAS2L3_4,CDC25C_3,UNG_1,CDCA7_3,HELLS_2,CASP8AP2_4,BIRC5_4,GINS2_3,Tpcn1_3,Setd5_3,Fam13b_3,Sun2_3,Troap_3,Glcci1_1,Mbnl1_2,Ppip5k2_2,Top3b_3,Ttk_3,Fbxl5_2,Taf1a_1,Srsf2_2,Ttk_2,Prmt5_1,Pisd_2,AW549877_1,Paip1_2,Rsrp1_2,Troap_1,Knstrn_3,Troap_2,Fxr1_2,Ect2_1,Zmym1_3,Recql5_1,Mbnl1_3,Nav2_2,Mios_2,Zmym1_2,Fbxl5_1,Cntrob_3,Spdl1_3,Nol8_1,Nt5c2_2,Pif1_3,Tmem175_2,PRIM1_1,BRIP1_1,CCNE2_1,HELLS_1,CDC6_2,GTSE1_1,EXO1_2,FEN1_1,Zzef1_2,Gclc_3,Bub1b_1,Kif22_3,Rbl1_2,Racgap1_2,Nop56_3,Pym1_1,Tbc1d7_3,Pop5_3,Aurkb_1,Ifngr2_2,Spdl1_2,Rabggtb_1,Gclc_2,Tra2a_1,Espl1_3,Fam13b_2,Nol8_2,Ehmt1_2,Pif1_2,Ptk2_1,CKS2_3,Rnft1_1,Rabggtb_3,Top3b_2,EXO1_1,Setd5_1,MCM4_1,WDR76_4,ATAD2_2,UBR7_3,MCM5_3,E2F8_2,PIMREG_1,Pcnx2_2,DTL_1,TACC3_4,Nme4_1,UNG_4,RANGAP1_2,KIF23_2,KIF20B_3,Mios_3,DSCC1_1,CENPU_2,DSCC1_2,OT_288281HM,POLA1_4,Strada_1,CKAP2L_4,CENPU_1,POLA1_2,PRIM1_4,Paip1_3,Eif4e_2,Aurka_3,Tra2a_3,Capn7_2,Eif4e_1,CKAP2L_2,WDR76_1,CLSPN_3,DTL_4,Cdca2_2,Aurkb_3,Zfp507_3,Mta1_2,Depdc1b_1,Septin9_1,Kri1_3,OT_268018HH,Sun2_2,Trex1_1,Rhbdf2_2,Pold3_1,Hnrnpr_1,Pcf11_3,Kri1_2,Psrc1_1,Mphosph9_2,Cdk10_1,Zfp507_2,Rsrp1_3,Wdr12_3,Vps18_2,Fxr1_3,Spdl1_1,Trmt2b_2,Zzef1_1,Bub1_3,Ccdc14_3,Glcci1_2,Mios_1,Espl1_2,Snapc5_1,Phf1_3,Mbnl1_1,Nav2_1,Strada_2,Vps18_1,Ifngr2_1,Gclc_1,Nt5c2_1,Fn3krp_2,Fam13b_1,HJURP_1,SMC4_4,KIF2C_4,Fam13a_3,MKI67_4,CHAF1B_3,Nol8_3,Pcf11_1,Fut10_3,Sting1_3,Taf1a_3,Rad54l_3,Psmc3ip_2,Apbb2_2,Brd8_1,Trex1_2,Man2c1_1,Fn3krp_1,Pop5_2,Cdk10_2,Pold3_3,Ehmt1_1,Recql5_2,Man2c1_2,Polr1b_1,Tmem25_3,Pcf11_2,AW549877_3,Fut10_2,CDCA2_3,PIMREG_4,PSRC1_2,OT_36323HM,Pisd_1,OT_303949MM,Plcg1_3,Niban2_1,Hps4_3,Snapc5_2,Tacc2_3,Upf3a_1,Rhbdf2_1,Ppip5k2_1,Pisd_3,Strada_3,Trmt2b_3,Ehbp1_3,Zmym1_1,OT_360339MM,OT_247730MM,Nme4_3,Spg7_1,Ptpn3_1,OT_531689HM,GINS2_4,OT_368306MH,Zzef1_3,Psrc1_2,RAD51_2,Hnrnpr_2,Polr1b_2,OT_51619HM,Srsf2_1,Spg7_3,Knstrn_1,Psph_3,Vps18_3,Ttk_1,Tgfbr3_1,Dnajc2_1,Tpcn1_2,Eif4g3_2,Nrf1_3,Prc1_1,Depdc1b_3,Nrf1_2,Nop56_1,Trmt2b_1,Crtc1_2,Psrc1_3,Dnajc2_3,Knstrn_2,Fbxl5_3,Polr1b_3,OT_310685MM,Pold3_2,Racgap1_1,Mzf1_3,Rnft1_2,Nr4a1_1,Ehbp1_1,Tbc1d5_3,Cdca2_1,Capn7_3,Hnrnpr_3,Aurkb_2,Tgfbr3_3,OT_235858HM,Taf1a_2,OT_247324MH,Upf3a_2,Supt7l_3,Tacc2_1,Man2c1_3,OT_193803HH,Trex1_3,Tmem175_3,Prc1_2,OT_235599HM,Brd8_3,Cdk10_3,Supt7l_1,Pif1_1,Psph_1,Pick1_1,Rhbdf2_3,Nav2_3,Dnajc2_2,Crtc1_1,OT_11619HM,OT_303181MM,Nrf1_1,CDCA3_1,Nr4a1_2,Ccdc14_1,Rad54l_1,Nt5c2_3,Tgfbr3_2,OT_356995MH,OT_402778HM,OT_383317MM,OT_194047HM,OT_346996MM,Tpcn1_1,Niban2_2,OT_67355HM,OT_462250HM,Rnft1_3,Tbc1d5_1,Lias_1,Wdr12_1,OT_394310HH,Ptk2_3,Stau2_3,Glcci1_3,Upf3a_3,OT_209639HM,Zfp507_1,OT_260630HH,Top3b_1,OT_341137MM,CENPE_3,OT_438161MM,OT_307587MM,Phf1_1,OT_217379HM,BLM_3,Hps4_2,OT_235614HM,Robo1_3,Septin9_2,Mzf1_1,Stau2_1,OT_121340MM,OT_453459MH,OT_255008HM,OT_453636MH,OT_371723MM,OT_540621MM,OT_453487MH,OT_194306HM,OT_447155MM,OT_369902MM,OT_164698MM,OT_247166MH,OT_480454HM,OT_121682MM,Recql5_3,OT_303017MH,OT_339190MH,OT_121332MM,OT_121590MM,8030462N17Rik_2,OT_154089HM,Snapc5_3,OT_217064HM,OT_268083HH,OT_119436HM,OT_194130HM,Ccdc14_2,OT_405770MM,OT_75535HM,OT_247292MH,OT_288603HM,Apbb2_1,Pym1_2,OT_307659MM,OT_112195HH,OT_419691MM,OT_216906HH,OT_491125MM,OT_501372MM,OT_165708MH,OT_299062HH,OT_137108HM,OT_453814MM,OT_6321HM,OT_494485MH,Kif22_2,Stau2_2,Kif22_1,Tbc1d5_2,OT_215175HM,OT_42090HM,OT_127050MH,OT_157793MM,OT_494643MM,OT_185229MM,OT_241768MM,OT_477057HM,OT_241186MH,OT_241855MM,OT_35987HM,OT_476324HM,OT_125101MM,OT_297320HM,Apbb2_3,Psph_2,OT_214466HH,OT_78580HM,OT_383922HH,Tacc2_2,OT_125287MM,Tulp3_1,OT_15738HH,OT_492391MM,OT_473347HM,OT_467670HH,OT_200748HM,OT_383618HH,OT_127327MM,OT_431940MH,OT_194106HM,OT_217114HM,OT_298083HM,OT_292881HM,Pop5_1,OT_275789MM,OT_332801HM,OT_277295MM,OT_109896HH,OT_289108HM,Cntrob_1,OT_216897HH,OT_187463MM,OT_273624MM,OT_512451MM,OT_120325HH,OT_167159MH,OT_238494HH,OT_401371HM,OT_299730HM,OT_388274HH,OT_119008HH,OT_466013HH,OT_447676MH,OT_488222MM,OT_247472MM,OT_194256HM,OT_196511HM,Crtc1_3,OT_465864HM,OT_147584HM,OT_51849HM,Robo1_2,OT_394132HH,Tmem25_1,OT_232085HM,OT_217361HM,OT_247628MM,OT_38459HM,OT_247228MH,OT_206664MM,cell
3,0,1,41,7,113,89,1,18,0,2,2,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,32,0,0,0,0,39,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,76,0,0,2,10,0,0,0,1,0,0,0,0,0,0,1,67,49,38,55,69,16,11,41,13,24,31,1,49,37,87,97,43,7,72,38,43,32,49,12,40,12,11,27,254,78,46,58,47,27,21,7,34,45,89,21,108,54,73,66,97,103,27,21,23,46,31,24,98,18,77,34,20,67,104,10,21,11,12,47,29,21,60,68,14,64,90,43,5,28,14,4,22,11,21,13,30,19,71,1,14,11,10,12,12,9,42,31,4,8,3,21,15,1,50,42,25,1,26,13,14,22,8,61,7,46,59,10,10,33,18,29,21,64,2,5,14,9,23,48,12,18,4,37,5,6,26,20,44,13,6,18,0,0,0,0,0,4,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,10,0,10,1,4,32,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,38,0,16,12,15,6,13,3,2,0,10,23,3,7,32,7,17,6,8,1,14,0,10,0,1,3,7,3,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,4,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G10F11A11
1,0,8,90,17,76,49,0,17,2,1,2,0,0,0,0,0,0,54,0,0,0,0,0,1,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,82,1,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,40,47,20,56,25,10,5,26,21,22,20,5,25,3,67,35,31,8,71,17,38,8,43,17,139,15,1,25,48,61,21,74,83,14,7,15,9,20,54,30,52,29,23,40,85,35,7,8,27,17,20,19,42,38,58,29,9,102,151,5,6,6,24,54,24,32,26,62,17,80,81,6,5,20,9,2,18,8,2,13,6,7,32,6,31,10,14,8,9,14,36,22,5,4,3,13,7,2,24,9,57,5,20,27,10,13,9,8,1,4,39,12,4,14,11,45,9,63,0,2,30,4,26,18,24,29,3,48,1,1,65,41,64,8,2,22,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,15,21,1,1,46,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,44,0,23,20,27,7,38,11,4,0,16,5,6,19,19,2,5,4,22,5,29,0,12,0,1,6,10,4,0,0,0,0,0,0,0,5,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B3D5A11
0,0,8,55,11,71,38,0,11,0,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,32,0,0,0,0,11,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,16,27,5,26,29,5,8,9,0,10,17,1,23,13,69,42,23,6,45,16,32,3,18,5,51,15,2,12,26,49,20,19,14,7,3,10,3,7,35,4,34,22,15,29,37,31,4,4,5,13,24,9,21,10,48,21,4,52,74,2,5,0,27,15,8,22,29,52,7,58,39,6,6,9,8,0,9,4,4,17,11,3,13,2,19,8,17,4,5,9,29,10,5,7,0,9,2,2,24,9,11,7,7,15,3,5,4,4,1,5,26,8,1,10,8,7,2,45,1,2,14,4,9,7,8,16,2,28,3,1,13,6,36,13,1,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,18,8,1,4,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,18,0,12,14,13,8,5,7,4,0,9,7,1,4,4,9,2,0,8,0,16,0,2,0,1,0,3,5,0,0,0,0,0,0,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B3F9A11
1,0,0,23,1,61,36,1,11,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,14,1,0,0,0,10,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,25,29,27,22,31,6,5,31,7,13,23,1,22,7,51,45,13,6,35,14,27,15,6,6,12,4,6,17,76,30,16,9,9,11,3,2,19,21,25,3,34,16,21,30,7,27,21,8,12,45,12,2,36,0,29,12,3,18,28,10,6,5,7,12,21,9,21,10,17,16,9,12,2,10,12,4,11,11,10,3,16,9,19,0,10,3,0,1,2,7,12,11,5,1,0,7,7,0,18,14,6,2,4,1,12,7,4,7,2,11,8,5,6,11,11,10,2,12,1,4,7,1,9,25,5,8,0,12,4,5,5,24,12,6,2,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,5,1,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,1,3,4,1,4,1,3,5,0,2,9,1,3,12,1,2,3,3,0,2,0,11,1,1,0,5,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D10F5A11
0,0,5,50,10,46,26,1,5,1,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,22,0,0,0,0,9,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,14,13,13,18,16,3,1,9,3,7,8,0,9,9,32,17,17,1,22,8,15,10,14,1,53,5,6,15,37,30,7,31,24,8,2,6,7,6,28,7,23,10,10,26,30,16,5,8,8,8,12,5,18,13,26,13,3,40,54,3,2,4,10,18,16,10,19,23,7,33,29,9,2,11,6,3,10,6,2,3,3,5,16,2,7,2,4,4,5,4,23,8,4,6,4,3,5,1,8,2,7,0,15,7,4,2,5,1,0,4,11,11,2,6,6,11,3,35,1,0,8,1,4,11,5,12,4,19,1,1,28,8,21,9,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,5,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,7,11,10,9,13,4,4,0,12,5,1,9,4,6,2,2,5,1,12,0,6,2,0,3,5,1,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D2D2B11
1,0,1,27,2,43,29,1,1,0,0,2,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,32,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,15,18,14,16,34,12,5,11,2,6,21,0,10,10,46,37,20,0,24,11,19,7,10,2,42,5,5,23,59,22,12,12,16,12,6,5,12,19,21,5,25,13,28,25,19,22,10,10,9,6,12,8,19,7,26,18,12,21,30,2,3,6,8,12,13,8,15,19,4,25,14,25,6,16,2,2,7,8,3,4,6,4,21,1,3,4,4,2,9,13,14,14,2,4,1,6,1,2,9,15,7,1,8,5,4,7,2,13,1,9,6,3,4,13,12,7,12,20,0,1,10,5,11,12,3,3,2,14,1,0,4,5,17,5,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,4,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,3,2,1,1,1,2,3,0,1,3,3,0,12,3,6,1,2,0,4,0,1,0,4,0,4,1,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5F10A11
