AURKA_1,TMPO_2,PRIM1_1,BRIP1_4,RAD51AP1_3,MCM6_1,USP1_1,PIMREG_4,KIF2C_2,TTK_3,POLD3_3,DLGAP5_3,SMC4_4,BUB1_4,ATAD2_3,CDC25C_1,CCNB2_2,HJURP_1,CLSPN_1,TPX2_4,UNG_1,RANGAP1_2,ANLN_1,CDC45_4,TYMS_2,TOP2A_3,G2E3_2,KIF23_4,GTSE1_2,FEN1_2,RPA2_1,E2F8_2,RAD51_3,USP1_4,TMPO_3,DTL_2,FEN1_4,CCNB2_4,HELLS_2,CCNE2_1,E2F8_4,NUF2_2,CENPE_1,CLSPN_2,NASP_4,MKI67_2,POLD3_1,GINS2_2,UBR7_3,MKI67_4,CDC45_1,ANLN_3,NUSAP1_2,ANLN_4,CKS1B_1,BRIP1_3,HMMR_1,BIRC5_3,UNG_3,TIPIN_4,NEK2_4,CENPA_1,NUF2_4,FEN1_3,TTK_2,UNG_4,NEK2_3,CKAP5_1,TTK_1,CHAF1B_1,CENPU_1,SMC4_2,CTCF_4,CDK1_2,ANP32E_2,ECT2_2,RPA2_3,ECT2_3,GAS2L3_1,TPX2_2,E2F8_1,TUBB4B_3,ECT2_1,NEK2_2,RFC2_2,PCNA_2,RAD51AP1_4,TIPIN_3,TOP2A_2,TUBB4B_2,GINS2_4,RANGAP1_3,KIF20B_3,RPA2_2,KIF20B_2,NCAPD2_4,NEK2_1,CENPU_2,UHRF1_2,DTL_4,G2E3_4,RRM2_2,TYMS_3,UBR7_4,TACC3_2,CDCA8_2,UNG_2,CDC6_1,LBR_3,HJURP_3,HMGB2_2,CKAP2_2,POLA1_4,HJURP_4,TIPIN_2,RANGAP1_1,CKAP2L_3,SMC4_3,SLBP_2,ATAD2_1,DTL_3,CASP8AP2_3,KIF23_2,AURKA_4,CKS2_3,CDC25C_2,KIF23_1,GTSE1_3,GTSE1_1,CENPF_2,RRM1_2,CDC45_2,CTCF_1,USP1_2,CKS1B_3,UBR7_1,MCM2_2,CCNE2_2,RRM1_3,MCM5_1,CKAP2_1,CKAP5_3,BLM_4,RAD51_1,CCNB2_3,CHAF1B_2,ATAD2_2,BUB1_2,NDC80_1,PIMREG_1,CKS1B_2,POLD3_4,ECT2_4,CDC20_3,CENPF_4,NCAPD2_3,CDCA7_1,PSRC1_1,NDC80_3,CBX5_2,G2E3_1,ATAD2_4,CDCA7_3,RAD51AP1_2,GMNN_4,HMGB2_1,CLSPN_3,RAD51_2,PCNA_4,MCM4_3,ANP32E_3,CKAP2_3,UHRF1_4,SLBP_4,TPX2_1,TMPO_1,EXO1_2,CHAF1B_4,NUSAP1_4,NASP_3,RPA2_4,CENPA_3,AURKB_1,RFC2_4,TYMS_1,RFC2_3,CKS2_2,DTL_1,CKAP5_4,CDC20_1,PSRC1_4,GINS2_1,KIF23_3,CENPE_3,GAS2L3_4,KIF2C_4,CTCF_3,AURKB_2,NUSAP1_3,GAS2L3_3,NCAPD2_2,UHRF1_1,ANLN_2,DSCC1_1,DSCC1_2,CENPA_2,HJURP_2,NUSAP1_1,PCNA_3,KIF20B_4,HMGB2_3,MCM6_2,FEN1_1,TOP2A_4,KIF11_2,CENPF_3,GTSE1_4,MCM4_1,NUF2_3,SLBP_3,G2E3_3,CASP8AP2_1,CDCA3_1,CDCA2_1,BLM_1,RANGAP1_4,MKI67_3,CKS2_1,CKAP2_4,AURKB_3,CENPF_1,GMNN_1,NUF2_1,KIF11_3,TPX2_3,MCM5_4,RRM2_3,LBR_4,WDR76_2,MCM5_3,POLA1_3,CKAP2L_4,CKAP5_2,MCM2_4,PSRC1_2,DLGAP5_1,BRIP1_1,CDC25C_3,KIF11_4,CENPU_3,NCAPD2_1,CENPA_4,CDCA2_4,CDCA2_3,MSH2_4,CDCA8_4,PSRC1_3,GMNN_3,TACC3_1,PCNA_1,TACC3_4,MCM2_3,MCM6_4,CBX5_4,RAD51_4,BUB1_3,AURKA_3,TUBB4B_1,RFC2_1,CDCA2_2,RRM1_4,PRIM1_4,SMC4_1,HELLS_1,UHRF1_3,DLGAP5_4,BLM_3,MCM6_3,HELLS_3,CCNB2_1,TACC3_3,EXO1_3,KIF2C_3,TYMS_4,CHAF1B_3,SLBP_1,RAD51AP1_1,KIF20B_1,AURKB_4,CDC6_4,WDR76_1,HMMR_4,LBR_1,POLA1_1,CDCA8_1,PRIM1_3,RRM2_1,BIRC5_1,CDK1_3,E2F8_3,CKAP2L_2,CDC25C_4,NASP_1,ANP32E_1,AURKA_2,CASP8AP2_2,CENPU_4,MKI67_1,CDC6_2,KIF2C_1,CDC6_3,CBX5_3,MCM5_2,HMGB2_4,POLD3_2,BUB1_1,EXO1_4,CKAP2L_1,RRM1_1,BIRC5_2,GINS2_3,CDK1_1,MCM2_1,TTK_4,DLGAP5_2,CASP8AP2_4,HELLS_4,EXO1_1,MSH2_2,HMMR_2,RRM2_4,MSH2_3,POLA1_2,CKS1B_4,ANP32E_4,MSH2_1,MCM4_2,TOP2A_1,BLM_2,CLSPN_4,LBR_2,NASP_2,WDR76_3,WDR76_4,CBX5_1,TMPO_4,TUBB4B_4,CENPE_4,TIPIN_1,CTCF_2,BRIP1_2,GMNN_2,CDCA7_2,PIMREG_3,PIMREG_2,HMMR_3,NDC80_2,NDC80_4,CDCA7_4,CDC45_3,KIF11_1,USP1_3,GAS2L3_2,CDC20_2,CDC20_4,CDK1_4,PRIM1_2,CENPE_2,UBR7_2,BIRC5_4,cell
20,63,17,0,0,29,49,0,17,2,0,1,0,1,0,5,30,7,3,0,11,90,26,2,38,0,14,7,15,11,49,5,4,0,38,11,1,0,34,5,2,27,1,5,2,46,5,29,0,0,2,1,27,0,40,0,16,0,2,3,1,16,1,1,16,1,1,36,39,6,1,40,1,48,65,10,2,0,2,84,1,1,22,24,20,54,1,0,82,123,1,1,0,35,13,0,20,1,22,1,0,47,0,0,25,6,28,9,0,0,144,46,1,3,21,68,1,4,40,5,0,0,6,2,74,8,4,0,1,22,34,5,23,41,0,7,25,0,0,10,27,0,0,8,0,3,1,28,19,5,51,1,1,0,0,1,31,15,0,27,15,1,0,9,0,277,0,41,1,21,182,1,1,0,72,130,16,0,0,0,0,0,55,1,9,0,109,16,0,36,1,2,6,0,1,0,10,54,1,10,50,28,46,10,9,22,7,28,0,0,1,36,23,2,29,1,8,23,1,2,0,14,2,7,0,0,0,25,1,0,44,29,18,1,1,0,2,1,6,0,3,0,52,0,6,27,6,2,0,4,78,0,3,1,0,0,2,0,47,91,1,2,3,0,0,0,2,154,19,3,1,1,10,25,0,0,0,0,0,15,3,0,0,0,0,14,22,16,0,1,3,0,65,16,4,0,49,6,0,1,2,0,46,58,35,13,2,7,17,6,0,4,19,2,6,20,0,2,24,31,0,31,44,0,35,0,0,18,17,31,0,0,16,3,0,48,34,79,0,0,87,113,0,1,55,0,0,0,15,8,9,59,35,0,5,2,10,1,1,1,36,0,11,54,3,2,2,16,10,0,F8C4C4
6,18,3,0,0,7,14,0,10,2,0,0,0,0,0,1,4,2,0,0,4,15,4,0,16,0,7,0,4,10,1,2,3,0,13,3,0,0,7,0,0,3,1,2,0,17,2,3,0,0,0,0,9,0,12,0,1,0,1,0,0,9,0,0,4,0,0,7,0,0,0,10,0,22,8,1,0,0,0,13,1,0,7,3,7,12,0,0,17,23,0,0,0,2,0,1,10,1,1,1,0,12,0,0,7,7,5,0,0,0,36,12,0,0,4,15,1,0,4,3,0,0,1,0,21,3,6,1,2,7,13,6,10,5,1,8,16,1,0,4,6,0,0,0,2,2,3,12,2,4,20,0,2,0,0,0,3,5,0,9,5,0,0,3,1,249,0,5,0,18,0,0,3,0,12,28,12,0,0,0,0,0,13,0,0,1,25,3,0,11,0,1,3,0,0,1,0,20,0,4,10,2,9,4,8,8,10,8,0,0,0,4,5,2,4,0,2,5,0,0,0,1,1,0,0,0,0,6,0,0,5,9,13,0,0,1,0,0,2,0,1,0,9,0,5,1,1,0,0,1,18,0,0,0,0,0,0,0,4,25,0,0,0,0,1,0,0,30,4,3,0,0,5,9,0,0,0,0,0,2,6,0,1,0,0,2,0,5,0,0,0,0,6,6,4,0,12,1,0,0,5,0,33,4,7,1,0,3,3,3,0,2,1,0,0,6,0,2,6,6,0,3,15,0,8,0,3,1,5,3,1,0,4,0,0,12,23,10,0,0,8,27,0,0,11,0,0,0,0,4,1,9,5,0,4,1,7,0,0,0,9,0,2,9,3,0,1,9,4,0,D12B1H4
0,9,2,0,0,19,10,0,5,1,0,0,0,0,0,1,2,0,0,0,1,0,2,0,10,0,0,2,0,4,6,7,0,6,18,9,0,0,14,1,0,3,0,0,0,2,4,9,0,0,4,2,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3,0,1,0,8,0,2,9,1,0,0,1,3,4,0,3,3,6,7,0,0,1,10,4,0,0,8,1,0,3,1,6,0,0,3,0,0,0,1,7,2,0,2,10,0,2,0,4,2,0,0,7,3,0,0,1,0,3,0,0,0,0,3,10,1,1,4,0,1,13,0,0,11,5,0,0,0,0,0,1,0,0,2,8,1,0,1,0,1,8,1,0,8,0,0,0,2,1,25,0,4,0,6,4,0,0,0,4,31,4,0,0,1,0,0,1,0,0,0,6,17,0,0,0,1,1,0,1,1,0,2,1,3,6,8,2,3,0,0,2,4,1,0,0,18,11,0,6,1,5,11,0,0,0,4,2,0,0,0,0,2,1,0,4,9,2,0,0,0,2,0,2,0,0,0,3,0,0,6,1,0,2,0,9,0,0,0,0,1,2,0,1,23,0,0,0,0,0,0,1,14,2,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,9,4,1,0,2,0,0,0,2,0,16,13,5,3,0,1,5,3,0,1,16,0,6,0,0,0,3,1,0,1,22,0,4,0,0,5,4,0,0,1,5,0,0,4,6,3,0,0,7,21,0,0,8,0,0,0,2,1,3,14,9,0,1,1,1,0,0,0,1,0,2,1,1,1,4,1,2,0,E8E4E4
4,11,2,0,0,9,13,0,4,1,0,0,0,0,0,3,2,1,1,0,2,8,6,0,14,3,3,4,7,3,4,2,0,0,25,7,0,0,8,0,1,5,0,0,0,14,3,5,0,0,3,0,2,1,6,0,1,0,1,0,0,6,0,0,6,0,0,15,5,1,2,6,0,11,14,0,1,0,1,9,2,1,5,6,1,14,0,0,16,15,0,2,0,6,5,0,9,0,7,0,0,12,0,1,2,4,2,0,0,1,31,1,0,1,4,13,0,1,4,4,0,1,2,0,12,1,0,0,0,7,5,4,8,6,0,1,11,0,1,11,5,0,2,0,0,0,1,2,1,0,14,2,1,0,0,0,9,3,2,10,4,2,0,4,1,73,0,1,0,12,2,1,0,0,11,50,2,0,2,0,0,0,10,0,0,0,18,7,0,7,2,2,2,0,0,0,0,14,0,1,12,4,7,2,1,4,6,5,0,0,0,9,8,2,6,0,2,3,0,0,0,2,4,1,0,0,0,14,0,0,18,8,5,0,0,0,0,0,4,0,0,0,6,0,7,3,3,0,0,2,7,0,1,0,0,0,0,0,3,23,0,1,0,0,2,0,0,23,4,0,1,0,4,15,1,0,0,0,0,0,2,0,0,0,2,1,1,2,2,1,1,0,19,7,4,1,11,2,1,0,4,0,13,14,11,6,0,4,3,0,1,1,5,0,0,1,0,6,1,3,0,3,15,0,5,0,0,3,5,7,0,0,4,0,0,6,18,24,0,0,22,30,0,0,17,0,0,0,1,2,4,13,3,0,1,2,6,0,0,0,9,0,6,10,0,1,2,11,5,0,G8B1H4
3,11,5,0,0,20,18,0,4,2,0,0,0,4,0,1,5,1,4,0,7,9,7,0,17,0,3,1,9,5,3,2,0,2,24,10,0,0,16,4,0,11,1,4,1,12,1,17,0,0,8,0,4,0,11,0,9,0,0,0,1,6,1,0,5,0,0,4,3,3,1,14,1,9,21,0,4,1,0,11,3,1,11,6,12,20,0,0,15,21,1,0,0,12,13,0,7,1,8,0,0,21,0,2,11,2,4,0,2,0,31,9,0,2,12,4,0,0,16,3,0,1,3,0,20,1,1,1,0,10,9,4,7,4,1,0,20,0,0,23,19,2,1,0,0,4,2,5,1,1,23,1,1,0,3,0,8,7,0,17,3,0,0,8,1,166,0,16,0,15,2,0,0,0,21,81,13,0,0,1,0,0,5,1,2,0,17,9,0,4,0,2,4,0,0,0,1,13,0,1,9,10,7,6,3,4,5,3,0,0,0,14,9,3,8,1,3,14,0,0,0,3,1,1,0,0,0,10,0,0,7,7,3,0,0,0,7,0,4,0,0,0,6,0,6,6,8,0,0,3,26,0,1,0,0,2,1,0,9,39,0,0,1,6,1,0,0,19,3,0,1,1,8,9,0,0,0,0,0,2,2,0,0,0,2,2,2,4,0,1,1,0,25,6,6,0,12,3,0,5,0,2,15,24,9,5,0,2,4,0,0,0,17,0,6,3,1,4,6,4,0,3,17,0,5,0,0,7,7,10,0,1,7,0,0,17,32,20,0,0,22,45,1,0,14,0,0,0,13,4,10,19,6,0,2,1,3,1,0,0,4,0,5,12,0,0,4,5,2,0,E11G6A4
0,3,1,0,0,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,2,0,1,1,1,0,0,0,6,1,2,0,2,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,3,0,1,0,0,0,0,0,2,0,0,5,2,1,3,0,0,1,10,0,1,0,0,1,0,2,0,2,1,0,4,1,0,1,1,2,0,0,0,8,2,0,0,2,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,3,0,2,7,2,0,4,0,0,3,4,0,0,2,0,0,0,2,1,0,7,0,0,0,0,0,4,0,0,1,0,0,0,3,0,36,0,2,0,0,0,0,0,0,5,10,1,0,0,0,0,0,3,1,0,0,2,1,2,4,0,1,0,0,0,0,0,3,0,0,2,2,0,1,0,1,0,0,0,0,1,2,0,1,3,1,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,3,0,0,0,4,0,1,0,0,0,3,0,0,1,1,0,0,1,3,1,1,0,0,0,0,0,4,9,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,0,1,0,3,4,3,0,2,0,0,0,0,0,4,2,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,0,0,5,3,0,0,3,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6,0,0,4,0,1,0,D7F6E4
2,5,3,0,0,2,4,0,1,1,0,0,0,0,0,1,10,0,2,0,0,7,6,0,3,0,1,6,4,0,2,7,8,0,22,2,0,0,1,1,0,2,1,2,0,3,0,0,0,0,1,1,6,0,3,0,2,0,0,0,0,4,0,0,1,0,0,4,3,2,0,6,0,5,6,0,2,0,0,4,0,0,9,2,5,3,3,0,13,13,0,0,0,5,1,0,4,0,6,0,0,7,3,2,2,0,0,7,1,3,13,5,2,1,4,3,0,3,2,0,0,1,1,0,9,1,0,0,0,4,10,0,1,3,0,1,5,2,0,3,5,0,0,2,0,0,0,6,4,1,4,1,0,1,0,1,8,2,0,3,0,3,0,5,1,51,0,5,0,2,2,0,0,0,14,27,4,0,0,0,0,0,7,0,1,0,17,6,4,1,0,0,3,0,1,1,9,13,0,2,4,2,4,2,1,0,5,2,0,0,1,1,9,1,3,0,3,6,0,0,0,3,3,1,0,0,0,9,0,2,0,4,0,0,0,0,10,0,1,0,0,0,11,0,1,5,2,0,0,6,9,0,1,0,0,0,1,0,7,14,0,0,0,0,0,0,0,16,3,0,0,0,1,2,0,0,0,0,0,1,1,0,3,0,0,1,1,57,0,1,6,0,8,11,4,0,7,0,1,2,0,0,6,9,2,2,0,7,1,0,0,0,3,0,1,3,0,1,4,6,0,4,8,0,3,0,1,3,2,0,0,0,4,0,0,4,6,20,0,2,15,8,1,1,8,0,0,0,0,1,1,5,5,0,0,1,3,1,0,0,6,1,2,7,1,1,2,6,0,1,B7H5G4
5,13,3,0,0,5,11,0,5,1,0,0,0,0,0,1,4,0,0,0,1,13,6,0,6,0,5,2,5,4,10,2,0,1,13,1,0,0,3,0,0,8,1,2,0,14,2,1,0,0,1,1,2,1,10,0,1,0,0,0,1,6,0,0,6,0,0,7,2,2,1,10,0,0,13,0,0,0,1,15,0,0,3,4,4,5,0,0,19,20,0,0,0,8,5,1,13,0,3,0,0,9,0,0,7,0,1,5,0,0,37,4,0,0,0,17,0,0,11,1,0,1,2,0,22,1,0,1,0,8,10,1,7,7,0,0,5,0,1,0,6,0,0,0,0,2,0,4,3,0,16,2,0,1,0,1,4,8,0,6,1,0,0,6,0,114,0,9,0,5,2,0,1,0,11,25,1,0,0,0,0,0,12,0,1,0,37,1,0,16,1,0,0,0,0,0,2,23,1,1,8,2,14,0,0,3,1,6,0,1,0,4,8,0,10,0,1,4,0,0,0,0,1,2,0,0,0,11,0,0,9,4,2,0,0,0,0,0,0,0,0,0,12,0,2,5,1,0,0,1,6,0,1,0,0,0,0,0,18,14,0,0,2,0,0,0,1,20,1,1,0,1,1,10,0,0,0,0,1,0,1,0,0,0,0,0,1,5,1,0,0,0,21,4,7,0,4,1,0,0,1,0,7,14,17,2,1,1,1,0,0,1,1,0,0,4,0,0,1,6,0,1,10,0,11,0,0,2,2,4,1,0,2,0,0,6,7,10,0,0,29,14,1,0,4,0,0,0,1,2,1,6,9,0,1,2,4,0,0,0,9,0,8,25,1,1,2,3,2,0,C9H6B4
1,7,0,0,0,2,9,0,1,0,0,0,0,2,0,1,3,0,1,0,1,7,3,0,6,0,0,4,1,4,5,2,1,0,14,2,0,0,4,0,0,8,2,0,0,7,0,5,0,0,0,0,2,0,13,0,3,0,0,0,0,2,0,0,1,0,0,7,2,3,0,3,0,1,23,1,0,2,1,7,0,0,15,5,13,10,0,0,4,16,0,1,0,5,1,1,7,0,3,0,0,7,0,0,5,2,0,0,0,0,24,8,0,0,1,8,0,1,8,1,0,0,1,0,10,0,0,0,0,1,4,3,1,10,1,1,6,0,1,0,8,1,0,0,2,1,2,6,3,2,5,0,1,0,0,1,4,2,0,3,7,0,0,2,0,89,0,12,0,1,2,0,0,0,13,31,2,0,0,0,0,0,12,2,1,0,17,5,0,8,0,7,4,0,0,0,3,9,0,1,9,4,8,2,0,5,1,5,1,2,1,3,3,0,4,0,1,4,0,2,2,3,1,1,0,0,1,3,0,0,7,6,1,0,0,0,0,0,1,2,1,0,5,0,0,5,1,0,0,1,13,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,2,19,2,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,16,2,4,0,3,2,0,0,2,0,11,14,11,1,0,0,2,0,0,6,2,0,2,2,4,4,5,7,0,0,4,0,3,0,0,2,1,6,0,0,1,0,0,0,7,15,0,0,15,20,2,0,6,0,0,0,0,0,3,13,3,0,1,0,1,0,0,0,7,0,2,13,0,0,1,3,2,0,D11B5F4
14,62,12,0,0,23,46,0,14,1,0,0,0,2,0,4,15,12,6,0,6,26,25,1,40,1,9,10,6,9,20,7,1,0,24,19,3,0,14,3,0,16,2,3,0,22,3,25,0,0,10,1,30,0,56,0,6,0,0,1,1,18,0,0,9,1,1,23,19,5,1,34,0,29,55,4,2,0,1,15,4,0,13,12,32,40,0,0,68,65,1,0,0,31,5,0,13,0,14,0,0,55,1,1,14,4,6,2,0,0,82,30,0,1,14,13,4,1,22,7,2,1,3,1,46,6,2,0,0,20,45,7,8,27,3,2,47,5,1,18,17,0,0,0,0,7,3,20,10,1,51,1,3,1,1,1,13,16,1,38,22,0,1,6,1,227,0,16,0,30,49,0,0,0,47,98,32,0,0,0,0,0,32,10,4,0,62,14,0,27,1,7,7,0,0,0,0,41,0,5,25,15,29,19,8,13,14,21,0,0,0,17,29,2,18,0,6,30,0,1,0,4,3,1,0,0,0,13,0,0,26,23,27,0,0,0,0,0,9,0,0,0,27,0,3,15,7,0,0,2,41,0,1,3,0,0,2,0,12,91,0,1,2,1,0,0,8,74,20,1,1,1,9,27,0,0,0,0,0,8,1,0,0,1,4,2,7,4,0,2,5,0,72,16,12,0,36,2,0,0,5,0,43,29,26,5,0,2,6,4,0,2,23,1,6,5,7,5,28,22,0,23,54,0,10,0,0,21,11,8,1,3,14,0,0,11,34,48,0,0,59,51,2,1,30,0,1,0,13,5,12,46,12,1,7,2,4,0,0,0,13,0,8,37,1,1,2,20,6,0,G11E1C4
4,5,5,0,0,1,11,0,10,1,0,0,0,0,0,6,3,2,0,0,4,10,5,0,7,0,3,11,3,3,3,1,0,0,21,6,0,0,6,1,0,8,2,1,0,13,1,1,0,0,0,2,12,2,8,0,1,0,0,0,0,6,0,0,7,1,1,10,18,2,2,12,0,9,10,2,2,0,4,9,1,0,6,2,1,8,0,0,16,15,0,0,0,7,1,0,3,6,2,0,0,11,0,0,5,4,1,2,0,0,30,7,1,1,3,9,1,1,1,0,0,0,5,0,12,1,1,1,2,14,8,1,3,11,0,1,3,2,0,0,6,0,0,0,0,1,5,3,6,0,10,1,0,0,0,1,6,6,0,6,5,1,2,2,0,86,0,7,0,5,5,0,0,0,12,34,3,0,0,1,0,1,21,0,2,0,24,4,0,7,1,1,29,0,0,0,5,19,0,3,6,2,3,3,2,8,4,8,2,0,1,4,2,1,9,0,4,11,0,0,0,1,7,2,0,0,0,7,1,1,8,2,5,0,0,0,1,0,3,0,0,0,6,1,4,19,3,1,0,1,21,0,0,5,0,0,2,0,8,11,1,0,2,0,7,0,0,15,0,1,5,1,8,8,0,0,0,0,0,2,4,2,1,0,0,2,4,4,0,2,0,0,16,6,4,0,8,3,8,0,2,0,7,9,14,2,0,3,0,0,0,1,3,0,1,3,0,0,5,1,0,2,8,0,8,0,0,3,0,3,2,0,5,0,0,2,6,21,0,0,13,17,2,0,16,0,1,0,3,1,0,13,8,0,3,1,9,1,0,0,8,0,3,13,1,1,4,4,3,7,E10H6H4
7,32,12,0,0,23,51,0,3,1,0,0,0,2,0,2,11,2,6,0,26,13,15,0,21,0,4,4,3,14,16,12,0,0,18,26,1,0,24,3,0,10,2,2,0,16,7,26,0,1,8,0,13,0,23,0,6,0,0,0,0,17,0,0,5,3,0,16,7,5,0,16,0,24,45,0,2,0,0,33,2,0,11,10,22,47,0,0,26,34,0,0,0,16,2,0,15,0,16,0,0,60,1,0,10,2,16,4,0,4,71,15,3,2,19,10,0,1,26,3,0,0,3,0,31,5,4,1,0,8,45,26,14,22,0,2,40,4,0,51,18,0,1,2,4,3,2,2,6,0,35,1,1,0,0,1,24,3,0,21,3,0,0,8,0,139,0,20,0,31,2,0,0,0,32,111,29,0,1,0,0,0,31,0,5,0,31,23,0,17,0,0,13,0,1,0,0,20,0,11,24,33,8,15,7,7,12,17,1,0,0,39,17,0,12,0,5,19,0,0,2,8,3,7,0,0,0,20,0,0,20,15,12,0,0,1,1,0,7,0,1,0,20,1,1,19,12,1,0,4,32,0,1,0,0,0,1,1,21,98,0,1,0,0,0,0,0,37,13,0,1,0,6,21,0,0,0,1,0,3,2,0,0,0,0,3,5,4,0,1,2,0,47,10,8,0,48,3,1,0,0,0,40,37,14,8,0,3,11,3,0,1,41,0,10,7,0,2,8,5,0,16,49,0,8,0,0,29,5,6,0,1,7,0,0,20,51,30,0,0,59,69,0,0,41,0,2,0,11,5,12,32,31,0,3,1,7,0,1,0,16,0,3,16,2,0,8,5,7,0,D7E5A4
28,41,9,0,0,19,23,0,14,3,0,2,1,2,1,3,24,6,4,0,7,30,19,0,29,0,18,4,20,10,20,2,2,2,25,15,5,0,22,6,2,16,1,2,0,54,1,9,3,1,6,0,17,1,42,0,16,0,0,1,0,20,0,0,11,2,0,36,34,7,2,35,0,43,54,3,6,0,2,33,1,1,32,21,17,23,1,1,66,68,1,0,0,22,11,2,24,0,9,3,0,42,1,1,27,7,10,2,1,0,133,31,1,1,17,22,7,2,15,5,0,3,8,2,70,3,9,0,2,21,35,9,13,18,6,10,29,1,1,15,26,0,0,0,1,6,3,27,8,4,46,2,1,0,0,0,31,16,0,26,17,0,0,20,1,317,1,17,0,20,9,0,3,2,54,97,9,0,0,1,0,0,34,5,5,1,93,14,2,35,1,11,3,0,0,0,0,54,1,14,26,21,25,12,6,20,9,27,0,0,2,18,8,5,32,5,4,18,1,0,0,12,2,9,0,0,0,21,3,0,30,15,16,0,0,1,138,2,8,3,6,2,40,0,9,14,11,1,0,3,39,5,1,0,0,1,1,0,25,55,0,1,1,1,1,0,1,88,6,1,1,1,8,21,0,0,0,0,1,6,3,1,1,0,0,2,6,14,0,2,1,0,72,13,20,0,35,3,2,0,3,0,39,50,31,9,0,9,7,4,1,1,9,0,4,9,2,4,21,20,0,18,36,2,17,3,0,17,9,27,0,2,18,3,1,10,58,66,1,0,92,86,3,0,32,0,0,0,9,6,22,41,21,0,4,1,14,1,1,0,26,1,5,50,1,1,2,20,8,2,G7E6F4
10,38,23,0,0,49,36,2,4,2,2,2,0,0,2,14,11,0,2,0,20,20,12,1,25,1,11,13,5,11,21,4,2,0,63,15,1,0,31,6,1,7,5,6,1,30,7,28,0,2,11,7,20,1,16,4,4,0,1,0,9,1,1,0,5,2,3,17,22,27,1,16,0,22,44,1,2,0,1,11,7,1,60,25,25,51,0,0,29,25,0,0,1,28,2,0,15,3,32,0,0,38,3,2,14,13,12,5,8,1,70,27,2,3,42,14,1,1,28,10,0,2,3,0,30,0,3,2,2,25,25,4,10,37,0,3,27,3,0,24,9,1,1,6,0,5,2,13,11,4,26,1,2,0,1,4,32,6,1,33,8,0,0,9,1,157,0,42,0,35,10,1,2,0,16,142,42,3,0,0,0,0,23,0,7,1,30,25,2,10,6,3,128,0,4,0,5,36,2,9,22,35,15,4,10,2,7,19,4,0,0,33,17,1,27,1,9,17,0,1,2,9,5,7,0,1,1,13,6,0,23,31,10,0,0,4,1,0,13,0,0,0,24,3,1,12,5,2,0,5,26,2,2,9,0,1,1,0,24,69,0,5,1,1,1,0,0,39,9,0,7,1,29,32,0,0,0,0,1,3,4,3,0,1,3,7,10,5,0,2,2,0,62,11,3,0,22,4,2,0,0,0,35,44,20,13,0,15,12,0,0,4,26,0,5,4,0,1,10,10,0,13,16,0,5,0,2,20,10,19,2,0,8,1,0,18,51,45,1,1,64,67,4,0,45,0,1,0,14,6,14,32,37,1,6,3,7,2,0,1,20,0,10,13,5,7,2,14,12,2,D10F1H4
2,6,1,0,0,4,8,0,1,2,0,0,0,0,1,1,2,1,3,0,1,2,5,0,7,0,1,3,0,2,4,0,0,0,10,6,0,0,1,0,0,2,1,0,0,8,1,3,0,0,2,0,5,0,2,0,1,0,0,0,0,0,0,0,5,0,0,3,3,1,0,6,0,5,4,0,0,0,0,2,2,0,2,3,3,5,0,0,9,10,0,0,0,3,1,0,1,3,6,0,1,10,0,0,2,1,1,0,0,0,11,7,1,1,0,3,0,1,3,2,0,1,1,0,10,0,0,1,0,4,4,2,2,6,0,0,5,2,1,4,2,0,1,0,0,0,2,0,0,1,9,1,0,0,0,0,4,1,0,7,1,0,4,7,0,16,0,4,0,6,3,0,0,0,3,15,0,0,0,0,0,0,9,0,0,0,11,1,1,1,0,0,11,0,0,0,9,11,1,7,4,1,2,3,2,2,1,7,0,0,0,0,1,0,4,0,2,13,0,0,0,0,3,2,0,0,0,2,1,0,11,2,3,0,0,0,2,0,0,0,0,0,5,0,0,1,2,0,0,2,8,0,1,3,0,0,1,0,1,13,0,0,0,0,3,0,0,6,2,0,1,1,4,2,0,0,0,0,0,5,1,0,0,0,0,0,0,2,0,0,3,0,6,2,0,0,1,3,0,0,0,0,9,7,8,2,0,2,0,0,0,0,6,0,3,0,0,2,2,3,0,1,3,0,1,0,0,4,4,3,0,0,3,0,0,2,18,5,0,0,5,19,0,0,4,0,0,0,1,3,0,4,8,0,3,2,0,0,0,0,5,0,1,1,0,0,2,3,2,0,E10D1H4
