RPS18_2,SOCS1_2,B2M_2,RPS6_2,RPS12_1,GZMB_2,RPL13_1,GBP2_1,IL2_2,RGS16_1,STAT1_1,CXCL9_2,NME1_2,SAMD9L_2,CD8B_2,RPLP2_2,IFNG_1,RGS16_2,CCL4L2_2,PARP9_2,CCL5_2,RPL11_2,CD74_1,HLA-DRA_1,GBP4_2,LTA_2,IL1B_2,TNFRSF18_1,TNF_1,CST7_2,MS4A1_2,IFI6_2,PSAT1_1,RPS2_1,NKG7_2,IL7R_2,IRF4_2,LYZ_1,IL7R_1,TNFRSF4_2,CD3D_1,CXCL9_1,CD69_2,SLFN5_1,IRF4_1,HAPLN3_1,NR4A1_1,CD3D_2,BATF_1,GZMB_1,CD79A_1,CXCL10_1,IFITM2_2,CCL5_1,TBX21_1,RPLP2_1,TYROBP_1,CCL3_1,HLA-DRA_2,CD40_2,RPL5_2,G0S2_2,IL1A_2,TBX21_2,XCL2_1,BATF_2,LDHB_1,UBE2L6_2,TNFRSF9_2,GZMA_1,IL3_2,IL2RA_1,CCL20_1,SYNE2_1,SLC7A5_2,EGR3_2,RPS25_2,LTA_1,PRF1_1,RPL13A_1,EPSTI1_2,TNFSF14_2,IL1B_1,PLAAT4_2,CCL20_2,HLA-DRB1_1,NKG7_1,CXCL11_2,FCER1G_1,IRF1_2,BCL2L14_1,CD69_1,PRF1_2,IFNG_2,GADD45B_2,IFITM2_1,GBP2_2,PSAT1_2,IL2RA_2,RRP9_2,SLC7A5_1,TNF_2,GBP1_1,GINS2_1,IRF1_1,RPS27_1,UBE2L6_1,NR4A3_1,GZMA_2,CD8A_2,IDO1_2,RPS3_2,XCL2_2,TNFRSF18_2,CD40_1,KCNA3_1,NDFIP2_1,RPS25_1,IFI35_2,INHBA_2,IFITM1_1,DTX3L_1,NDFIP2_2,DTX3L_2,RPS12_2,B2M_1,TNFSF9_2,GBP1_2,XCL1_2,TNFRSF9_1,NFKBID_2,GBP4_1,IL2_1,KCNA3_2,RPL13_2,CD79B_2,FCGR3A_2,PYCR1_2,RPS19_2,SAMD9L_1,ODC1_2,CST7_1,MS4A1_1,TNFRSF4_1,FBXO6_1,CTSW_1,NR4A2_2,CHEK1_1,EPSTI1_1,CXCL10_2,IDO1_1,CCL4_1,FCER1G_2,PARP9_1,CD200_2,FCER2_2,HRH2_1,CD8A_1,TNIP3_1,EGR3_1,GNLY_1,MS4A7_1,RRP9_1,ISG15_1,BATF3_2,RPL32_2,STAT1_2,CTSW_2,RPS19_1,TNIP3_2,PUS7_1,NME1_1,CALHM6_1,PARP11_1,HLA-DQA1_2,CCL3_2,G0S2_1,ENPP2_1,NR4A3_2,CD200_1,GADD45B_1,IFITM1_2,NCS1_1,EBI3_1,TRAFD1_2,FBXO6_2,NOLC1_1,GNLY_2,S100A8_2,LGALS3_2,LY6E_1,CCL15_2,HLA-DPB1_2,FCER1A_1,BYSL_2,IFIT3_2,CXCL1_2,IFI44L_2,IL6_1,TMEM88_2,CD8B_1,ZBTB32_1,HLA-DPA1_1,IFI44L_1,TNFSF10_2,CD80_1,S100A9_1,S100A9_2,NOP16_2,HCAR3_2,FTH1_2,P2RY14_1,COTL1_2,BYSL_1,IL21_1,MTHFD1L_1,P2RY14_2,CCL4_2,COTL1_1,CD79A_2,RPL18A_1,HCAR3_1,RPL5_1,RPS2_2,HAPLN3_2,RPL18A_2,ASNS_2,TNFSF14_1,GEM_2,CST3_1,TMEM88_1,EAF2_1,EBI3_2,PUS7_2,FRMD4B_2,HCAR2_2,FAS_2,OSM_2,CCL19_2,LDHB_2,PLAAT4_1,NFKBID_1,CAVIN2_1,CD74_2,SLFN5_2,CCL8_2,IFI6_1,PARP11_2,FTH1_1,RPS27_2,CCL3L3_2,ASNS_1,FCGR1B_1,XAF1_1,IFI35_1,SOCS1_1,PYCR1_1,IL12B_2,TNFAIP6_2,RPL13A_2,CST3_2,BATF3_1,CXCL11_1,RPL32_1,NR4A2_1,CCL3L1_2,LY6E_2,NRGN_1,S100A8_1,ODC1_1,MX1_1,OSM_1,NR4A1_2,INHBA_1,NOLC1_2,FAS_1,FCER2_1,GEM_1,RPS18_1,RPS6_1,TNFSF9_1,HLA-DRB1_2,LGALS3_1,FCGR3A_1,HSD11B1_2,CCL19_1,PPBP_2,IL13_1,LAG3_2,RPS3_1,APOL4_1,IFIT3_1,CCL1_2,CALHM6_2,HLA-DPA1_2,TNFSF10_1,AIF1_1,APOL4_2,SYNE2_2,ENPP2_2,IL12B_1,KLRB1_2,TYROBP_2,LYZ_2,HIC1_2,ANKRD22_2,NRGN_2,CCL1_1,ITGB8_1,CD80_2,IL3_1,ANKRD22_1,LST1_1,KLRB1_1,IL6_2,EDN1_2,FCN1_1,HLA-DQA1_1,NCS1_2,HSD11B1_1,GP1BA_2,IL1A_1,LST1_2,CXCL1_1,ACOD1_1,FRMD4B_1,TNFAIP6_1,MS4A7_2,CHEK1_2,CCL8_1,CD79B_1,EDN1_1,BCL2L14_2,HRH2_2,XCL1_1,CD14_1,HCAR2_1,FCGR1B_2,HLA-DPB1_1,XAF1_2,LAG3_1,MTHFD1L_2,NPW_1,CCL3L3_1,ZBTB32_2,STEAP4_2,EAF2_2,FCN1_2,TRAFD1_1,NDP_1,CD14_2,SYNPO2_2,NOP16_1,CCL3L1_1,IDO2_1,ITGB8_2,PPBP_1,CCL23_2,CCL15_1,PTX3_2,ACOD1_2,PF4_1,FCER1A_2,CH25H_2,MX1_2,HIC1_1,SYNPO2_1,AIF1_2,CAVIN2_2,IL31RA_1,NDP_2,PTX3_1,CH25H_1,IDO2_2,IL31RA_2,DNAAF1_1,RPL11_1,GP1BA_1,CCL4L2_1,IL13_2,IL21_2,PF4_2,GNG11_2,GNG11_1,GINS2_2,LAMP5_2,cell
6,1,18,5,3,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,8,0,0,0,0,0,13,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D6D2H10
3,0,17,5,4,0,17,1,0,0,1,0,0,0,0,0,2,0,18,0,2,1,1,0,0,0,0,0,2,4,0,0,0,2,2,1,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,3,0,2,0,2,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5E12E11
5,6,11,5,2,0,24,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,13,6,2,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H8C1D11
2,2,14,0,2,1,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G6D2F9
5,1,10,4,1,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,4,0,1,0,1,2,0,2,0,0,5,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,2,7,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B6B5G11
5,1,10,5,4,0,20,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,8,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H8D3A7
5,0,10,8,2,0,17,1,9,1,1,0,0,0,0,1,0,0,0,0,0,4,0,1,1,1,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,2,2,1,1,1,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,0,5,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H6B12A10
9,1,6,3,1,0,13,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4,13,8,3,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G7A8B11
5,0,22,7,8,0,18,2,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,4,0,1,6,0,0,4,1,0,5,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A7H2C12
6,0,3,2,1,0,7,2,0,0,2,0,0,0,0,0,0,0,46,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,5,0,0,0,0,0,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F8C11E5
5,0,11,4,4,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,0,0,0,0,0,0,1,5,0,0,11,0,1,0,1,0,18,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B5F4B5
1,1,24,4,8,0,17,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,3,5,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G8C10G11
6,1,12,6,8,0,20,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H6F11F11
5,0,10,4,3,2,24,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,10,1,0,0,0,0,0,2,2,0,2,9,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A7G2D9
