GHITM_1,EIF2S2_13,MARVELD1_4,EIF2S2_6,ARL5B_38,MARVELD1_10,ARL5B_24,SCAF8_27,MARVELD1_1,NEFH_9,ARL5B_8,MARVELD1_7,GHITM_17,NEFH_22,EIF2S2_5,SCAF8_26,ARL5B_42,EIF2S2_19,NEFH_11,SCAF8_36,EIF2S2_24,SCAF8_5,EIF2S2_22,MARVELD1_13,GHITM_4,SCAF8_9,GHITM_6,SCAF8_2,SCAF8_15,ARL5B_44,SCAF8_7,MARVELD1_23,NEFH_21,NEFH_13,GHITM_16,GHITM_12,SCAF8_35,SCAF8_1,EIF2S2_21,SCAF8_6,SCAF8_13,MARVELD1_17,SCAF8_4,MARVELD1_5,GHITM_15,SCAF8_25,GHITM_5,GHITM_18,ARL5B_49,ARL5B_7,ARL5B_4,NEFH_5,SCAF8_39,NEFH_28,SCAF8_21,NEFH_23,GHITM_19,NEFH_8,NEFH_24,SCAF8_3,ARL5B_37,GHITM_9,EIF2S2_15,SCAF8_32,SCAF8_23,NEFH_31,SCAF8_14,SCAF8_16,MARVELD1_8,ARL5B_6,ARL5B_51,ARL5B_21,ARL5B_41,NEFH_26,ARL5B_30,SCAF8_17,NEFH_17,ARL5B_26,MARVELD1_20,ARL5B_9,NEFH_16,NEFH_4,SCAF8_44,MARVELD1_15,ARL5B_29,ARL5B_14,ARL5B_31,NEFH_12,ARL5B_46,SCAF8_29,GHITM_10,MARVELD1_2,ARL5B_25,SCAF8_22,ARL5B_28,NEFH_20,NEFH_14,ARL5B_47,SCAF8_38,NEFH_6,EIF2S2_20,ARL5B_52,EIF2S2_16,ARL5B_2,NEFH_29,SCAF8_37,ARL5B_15,GHITM_3,ARL5B_53,EIF2S2_23,SCAF8_42,ARL5B_36,NEFH_15,GHITM_11,EIF2S2_7,NEFH_25,ARL5B_27,MARVELD1_22,MARVELD1_12,GHITM_13,GHITM_20,GHITM_8,NEFH_10,MARVELD1_16,EIF2S2_11,SCAF8_41,EIF2S2_10,ARL5B_3,NEFH_18,SCAF8_20,ARL5B_34,EIF2S2_8,SCAF8_11,ARL5B_10,SCAF8_40,EIF2S2_12,EIF2S2_4,ARL5B_39,ARL5B_40,NEFH_7,NEFH_3,MARVELD1_6,MARVELD1_11,ARL5B_35,MARVELD1_27,GHITM_7,MARVELD1_18,ARL5B_22,SCAF8_43,SCAF8_34,MARVELD1_25,ARL5B_23,MARVELD1_24,SCAF8_33,ARL5B_48,EIF2S2_3,NEFH_19,EIF2S2_2,ARL5B_11,ARL5B_13,ARL5B_32,SCAF8_8,EIF2S2_1,NEFH_2,SCAF8_10,NEFH_27,MARVELD1_21,SCAF8_18,ARL5B_33,MARVELD1_3,SCAF8_30,ARL5B_5,ARL5B_50,ARL5B_12,SCAF8_31,MARVELD1_9,SCAF8_19,ARL5B_43,MARVELD1_26,MARVELD1_14,GHITM_14,ARL5B_19,ARL5B_20,EIF2S2_17,ARL5B_16,ARL5B_1,GHITM_2,NEFH_30,MARVELD1_19,SCAF8_12,SCAF8_24,ARL5B_17,EIF2S2_18,ARL5B_45,NEFH_1,EIF2S2_9,EIF2S2_14,ARL5B_18,SCAF8_28,cell
20,1,4,0,8,10,10,8,4,0,3,5,2,2,39,60,6,4,0,10,60,11,36,3,45,29,40,13,12,4,4,3,2,8,31,13,19,7,2,8,12,3,23,4,26,15,31,32,2,10,6,1,10,0,6,3,1,3,4,5,8,3,6,11,3,4,8,14,1,16,0,6,5,0,4,17,51,8,6,7,6,0,4,3,11,7,8,3,12,7,20,12,5,15,14,1,0,9,13,14,64,4,37,7,0,10,14,14,11,67,15,5,0,41,0,1,8,2,11,32,36,49,3,7,2,13,46,0,0,6,4,6,21,13,8,55,1,2,7,0,9,6,3,5,25,41,13,12,6,6,5,10,6,19,7,3,0,5,11,19,13,13,0,2,14,4,4,4,4,2,11,10,6,9,11,9,7,17,17,16,17,4,11,73,19,16,49,2,7,17,10,22,70,11,0,2,48,7,13,C12B1D4
9,1,3,3,0,2,5,9,1,0,2,3,1,0,5,8,1,3,1,4,15,1,8,4,9,4,9,2,2,4,1,2,1,2,11,4,3,0,1,6,3,2,2,0,5,6,12,4,2,2,1,1,2,2,0,0,0,2,0,3,1,0,0,1,0,5,1,2,5,3,3,1,1,0,2,3,2,0,3,4,0,2,3,1,6,4,0,0,5,2,7,2,1,8,1,0,0,5,4,1,16,5,7,2,0,2,2,7,3,15,5,4,0,11,1,0,1,1,2,9,7,22,0,3,0,3,7,3,0,2,2,3,1,2,0,9,0,0,0,1,4,0,2,4,17,13,2,0,1,3,5,0,1,1,2,0,2,5,1,3,4,3,1,0,4,0,0,0,0,0,7,2,2,0,3,2,2,3,1,4,4,2,5,13,3,1,9,0,3,9,1,3,12,1,0,1,18,2,2,F11F6E4
3,0,0,1,1,2,0,6,0,0,3,0,4,1,20,5,3,5,3,7,36,2,19,3,10,5,12,3,4,1,4,0,2,2,9,8,2,2,2,3,0,2,3,1,7,3,6,15,0,1,0,0,4,1,0,0,2,0,1,0,5,1,1,0,4,1,1,4,0,14,2,0,6,0,2,5,3,0,1,1,0,1,3,0,1,3,5,0,3,0,9,1,1,4,0,0,0,0,9,0,36,0,6,5,0,1,5,4,0,36,0,5,0,4,0,0,2,2,2,8,13,13,1,3,3,4,19,0,0,1,4,1,5,1,2,21,0,1,7,0,7,0,0,2,8,12,2,0,2,7,0,2,0,0,0,0,0,2,3,3,4,8,0,3,4,0,0,1,4,1,1,5,2,1,1,0,2,0,1,5,7,2,4,25,4,3,9,0,3,7,2,3,31,4,0,4,19,1,1,G7G1H4
2,0,0,4,4,1,1,1,1,1,2,1,3,0,15,22,3,3,1,3,26,1,18,1,14,6,15,8,3,6,4,3,3,1,7,6,7,2,0,4,3,1,2,0,8,5,15,5,4,1,2,1,6,1,2,0,0,2,0,0,10,1,0,11,1,6,6,4,1,3,5,3,4,0,3,4,4,0,2,3,0,2,3,0,4,5,13,0,5,4,6,0,2,1,5,0,0,6,3,4,20,2,21,2,0,3,7,8,5,38,4,4,0,11,0,0,4,1,2,5,15,12,1,1,0,4,20,1,0,5,3,0,1,5,4,21,2,1,5,0,2,3,2,6,12,15,1,2,3,2,2,1,1,10,1,0,0,1,8,6,5,5,0,1,3,27,0,2,7,0,7,4,0,5,2,2,2,3,3,7,8,2,8,19,4,8,20,2,7,2,3,3,13,7,0,3,12,12,4,G9G2E4
7,0,3,1,0,3,4,4,0,0,3,0,0,0,17,9,3,4,12,2,15,0,17,1,4,3,14,3,4,3,0,0,6,2,7,16,2,2,1,0,0,3,3,0,3,8,6,4,1,2,0,0,7,2,0,1,0,1,1,1,4,0,2,3,5,5,6,5,3,5,2,0,0,0,2,3,7,2,0,3,0,0,6,1,1,1,1,1,4,2,3,4,0,2,1,0,0,3,0,0,16,0,13,0,0,4,1,3,2,20,14,2,0,6,2,0,0,3,1,5,14,8,0,4,0,2,4,3,0,3,3,5,4,4,3,6,0,3,0,0,5,0,2,3,10,11,1,2,4,3,0,3,0,5,2,0,0,1,6,17,6,2,0,0,6,1,3,2,0,0,0,1,3,6,0,1,2,2,0,2,3,2,15,30,0,7,12,0,1,0,4,3,11,3,0,1,12,2,1,G11D3D4
23,5,9,1,14,13,11,16,11,0,15,8,1,1,63,30,11,2,0,13,95,17,80,13,84,19,68,20,19,8,25,6,1,19,47,31,35,18,4,22,9,11,22,6,43,31,52,44,8,12,13,1,15,6,17,1,1,6,0,10,20,1,4,21,12,10,23,23,10,12,7,9,14,0,8,26,8,11,11,18,0,3,14,4,27,20,16,1,22,11,31,20,18,24,19,1,1,10,17,0,134,10,64,18,0,24,12,16,16,142,28,21,0,61,3,0,13,5,8,35,47,55,2,9,6,22,85,4,0,25,15,8,21,13,20,76,3,11,16,0,21,6,7,15,22,55,19,13,8,16,6,20,15,25,15,2,0,6,16,33,21,20,7,2,20,5,3,3,15,6,21,18,10,17,17,20,20,11,16,4,48,16,15,93,19,23,50,0,5,16,16,23,72,32,0,2,71,19,22,F7H1F4
5,0,0,1,1,2,0,2,2,0,1,1,0,0,5,0,1,0,0,2,7,0,2,2,5,4,12,1,2,4,0,0,0,0,8,6,0,0,0,3,2,3,1,0,4,1,5,6,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,3,1,2,1,0,3,1,0,1,3,0,0,0,1,1,0,4,2,1,2,3,1,0,1,0,0,3,4,0,2,4,1,1,0,0,0,1,6,3,5,1,0,3,1,1,0,10,1,2,0,5,0,0,1,0,2,4,3,4,0,1,0,4,4,0,0,2,2,23,1,5,2,5,0,3,2,0,1,0,1,0,6,10,5,1,2,1,0,5,1,1,0,0,8,0,0,4,4,0,0,0,6,0,0,0,1,0,0,2,2,3,0,0,2,1,1,2,4,4,3,6,2,5,2,0,2,14,2,3,2,1,0,0,9,0,1,D7E5G4
9,0,1,2,2,1,5,4,0,0,3,2,0,0,17,10,11,0,0,6,12,4,8,5,7,4,15,0,4,6,4,0,0,1,8,6,5,1,1,3,5,5,14,1,12,6,7,6,3,5,1,1,3,1,0,1,2,1,1,3,6,0,0,7,1,4,5,5,1,2,0,5,5,0,1,3,5,2,2,2,0,1,1,4,8,3,4,0,5,1,8,4,4,7,5,1,0,7,5,0,14,4,6,7,0,8,2,4,5,22,5,2,0,6,2,0,3,1,1,6,11,10,0,4,1,7,12,2,0,9,4,9,3,3,8,6,2,2,2,0,1,4,1,8,16,10,6,4,1,4,2,1,2,4,2,2,6,2,5,8,7,9,0,1,8,1,0,4,4,0,6,4,5,8,0,3,0,7,2,6,11,6,2,15,4,2,6,2,0,11,5,3,13,4,0,0,14,7,2,F11C1D4
20,1,1,1,1,3,2,11,4,1,7,3,1,0,33,21,6,10,0,9,29,5,25,8,12,3,22,7,2,0,3,1,3,0,28,19,15,1,2,6,7,6,4,1,14,3,12,22,3,7,2,1,3,3,3,0,0,2,0,3,8,0,1,11,12,6,8,11,4,8,3,3,3,0,1,6,11,2,4,12,2,0,7,4,6,3,5,1,5,10,23,5,4,3,3,0,0,6,8,0,37,5,18,5,0,12,5,4,4,48,24,4,0,36,1,0,3,1,1,14,31,21,1,4,0,11,28,5,0,6,1,5,7,8,8,28,1,3,3,0,7,0,6,2,10,19,8,2,2,19,2,4,11,10,6,0,0,0,3,3,4,6,0,0,7,1,2,4,3,4,3,10,4,8,9,2,1,5,2,5,13,4,5,50,2,3,20,0,3,12,9,6,30,11,0,3,36,2,9,E11G6A4
36,4,4,3,14,9,17,34,9,0,13,10,5,1,91,39,19,4,1,25,109,13,90,8,48,34,57,22,17,16,15,1,1,12,36,25,22,19,2,27,20,21,30,3,47,24,57,34,8,18,17,3,41,4,16,2,2,6,1,10,21,3,3,29,15,8,30,28,3,18,5,7,16,0,9,37,11,11,9,10,0,1,10,2,29,9,19,2,21,28,56,11,12,39,19,1,1,9,20,4,90,16,76,11,0,21,26,23,15,106,26,10,0,55,5,0,16,3,12,24,57,66,2,5,10,23,116,7,0,22,11,5,23,9,10,70,2,8,13,1,22,11,5,8,30,43,18,11,13,22,8,17,9,21,3,6,1,8,21,28,23,21,5,1,25,9,3,21,14,4,35,12,9,9,11,8,26,9,9,8,38,14,24,121,15,16,56,0,14,20,35,13,87,23,0,7,77,29,17,F8C4C4
11,1,5,1,10,10,4,11,3,0,3,7,0,0,36,20,5,3,0,8,41,8,33,5,27,9,20,10,6,5,1,1,2,2,15,12,8,8,0,15,7,4,15,0,11,4,28,14,0,11,6,1,11,0,5,1,0,1,0,7,13,0,0,12,6,1,8,7,9,5,9,1,6,0,9,13,16,2,8,3,0,0,2,2,7,6,6,1,5,11,11,8,12,8,6,0,2,3,7,0,34,3,25,5,0,9,5,4,5,61,8,7,0,29,0,1,6,2,0,15,25,20,0,9,2,7,62,2,0,12,8,5,7,3,5,23,1,1,3,0,8,7,3,9,12,23,8,8,4,7,2,5,7,8,2,3,0,2,8,10,4,10,0,0,6,3,5,8,10,9,16,6,5,7,9,4,13,4,8,8,10,2,8,64,4,17,28,1,12,8,8,9,31,9,0,4,25,14,8,C12G2G4
1,0,0,0,0,2,2,6,3,0,5,2,0,1,15,4,4,1,0,1,11,0,2,3,8,4,11,2,1,2,1,0,0,0,9,6,2,1,0,2,1,3,1,1,11,1,9,9,0,4,2,1,4,0,0,0,0,0,0,0,0,0,1,6,1,1,4,1,6,4,0,2,2,0,1,4,0,3,1,2,1,0,3,0,1,2,1,0,2,1,3,1,1,3,2,0,0,1,4,0,9,3,5,1,0,3,2,1,2,18,7,0,0,7,1,0,1,0,0,6,10,12,0,1,0,6,16,0,0,3,0,2,1,1,1,8,0,2,2,0,2,4,3,4,5,3,1,0,0,0,0,0,0,2,0,2,0,0,2,5,3,0,1,0,1,0,0,2,0,2,1,9,2,4,1,4,0,0,2,1,10,2,2,12,1,2,9,0,3,4,3,1,14,1,0,0,7,5,1,D8A6G4
2,0,0,0,1,2,1,4,0,0,1,0,0,0,8,8,2,0,0,2,15,3,8,4,4,1,4,1,2,4,3,0,0,0,20,6,3,1,0,3,3,2,2,1,2,1,9,1,0,3,2,0,4,0,1,0,0,1,0,1,3,0,2,2,2,2,1,5,1,3,1,0,2,0,0,3,4,0,2,7,0,1,0,0,2,3,0,0,0,1,0,2,2,2,2,0,0,1,0,0,9,1,6,0,0,5,2,3,1,7,3,3,0,6,1,0,0,1,1,3,16,6,0,1,2,2,7,6,0,2,1,0,1,1,3,13,1,1,1,0,10,3,0,3,7,18,1,4,0,7,2,1,2,6,0,0,1,0,1,6,2,4,1,2,4,0,0,0,2,2,1,3,5,1,0,1,1,1,1,1,2,1,6,11,2,0,5,0,0,5,6,1,10,2,0,1,9,1,2,B9A2A4
6,0,1,3,3,2,4,3,2,0,2,0,0,0,10,6,2,1,0,6,8,2,8,4,3,3,9,0,2,3,0,0,1,0,12,5,4,6,1,3,3,2,2,0,4,1,7,4,3,2,0,2,5,0,1,0,0,1,0,2,1,0,1,3,4,3,4,7,2,3,1,0,2,0,2,7,3,0,1,2,0,0,1,0,2,1,1,1,4,2,4,9,3,2,2,0,0,0,2,0,19,0,15,0,0,1,2,8,0,20,2,1,0,7,0,0,0,0,3,9,11,10,1,1,1,3,7,1,0,4,2,2,7,9,3,10,1,2,4,0,5,2,3,1,7,11,1,1,2,0,5,0,0,1,2,1,0,1,2,4,2,3,0,0,4,0,2,3,2,1,3,1,0,3,0,0,3,3,0,0,8,1,4,8,1,2,8,0,1,2,2,2,13,1,0,0,6,6,5,G7A3B4
7,1,0,0,4,0,3,6,2,0,7,3,0,2,12,4,2,1,1,3,15,3,11,1,17,2,11,0,5,2,1,0,2,0,9,17,3,4,0,5,4,3,2,0,10,2,8,10,2,0,1,0,6,0,0,1,0,2,0,3,6,0,0,1,2,6,4,5,1,7,2,1,4,0,3,6,6,2,0,1,0,3,2,0,3,4,5,3,5,4,7,5,1,5,7,0,1,2,2,0,16,3,10,3,0,1,1,10,3,17,3,5,0,10,0,0,0,3,0,6,20,8,1,4,1,5,14,2,0,4,4,1,3,3,6,14,0,2,2,0,4,1,1,2,11,17,3,6,1,0,5,4,0,4,5,0,0,0,5,7,7,3,1,3,4,0,5,0,1,0,2,1,6,6,2,4,2,0,1,1,10,5,5,11,4,3,7,0,9,2,3,8,10,8,0,0,7,0,3,G7C1H4
5,1,0,0,0,0,0,2,1,0,3,1,0,0,9,3,4,0,0,1,5,5,4,1,6,2,2,3,1,0,3,0,0,1,4,4,0,1,0,1,2,3,4,0,0,1,4,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,9,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,3,1,1,2,1,1,0,2,2,0,6,2,14,2,0,3,4,2,0,12,3,0,0,2,0,0,1,0,0,3,8,3,0,0,1,2,6,1,0,1,5,1,3,1,1,6,0,0,1,0,0,0,2,1,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,2,0,1,0,0,0,1,0,1,2,0,3,2,1,2,1,1,1,3,1,0,6,0,2,6,0,1,2,3,1,3,1,0,0,4,3,3,H8C4E4
0,0,0,0,2,4,3,4,1,0,3,0,1,0,6,6,1,0,0,2,11,5,14,4,2,2,8,2,3,0,5,1,1,0,4,5,2,6,0,0,5,4,3,0,6,2,4,6,0,4,3,0,7,0,0,0,0,1,0,0,1,0,0,4,1,4,2,9,0,1,2,1,2,0,1,5,4,0,1,1,0,0,2,0,1,2,5,0,1,3,5,0,0,0,1,0,0,1,1,1,11,0,4,2,0,6,1,3,1,11,6,1,0,6,1,0,1,0,1,2,4,6,0,2,0,3,5,2,0,5,2,0,3,1,1,16,1,1,2,0,2,0,0,2,7,8,4,0,0,1,0,1,2,1,1,0,0,0,1,2,1,3,2,0,13,1,0,3,0,0,2,3,0,2,5,0,5,2,1,1,2,1,2,13,0,1,6,0,2,7,0,1,8,3,0,1,8,3,6,F8E5A4
4,1,0,4,2,0,1,3,1,0,4,2,1,0,6,4,5,1,0,3,12,6,3,0,6,3,11,2,2,1,4,0,0,2,5,11,6,2,0,1,4,3,4,0,10,5,5,1,0,2,3,0,5,0,0,0,0,2,0,2,1,0,0,4,0,3,2,3,0,2,2,3,0,0,1,5,2,0,0,0,0,0,3,0,2,2,3,0,3,4,3,2,4,2,0,1,0,0,7,0,6,1,9,0,0,9,0,0,1,16,3,6,0,9,0,0,2,0,2,3,14,12,0,2,0,2,10,0,0,4,5,1,7,0,1,9,1,1,0,0,4,0,1,0,8,9,1,3,1,6,1,3,1,2,2,0,0,0,2,3,1,2,0,0,2,2,1,0,4,3,2,2,3,2,1,1,6,2,1,1,4,1,2,17,2,7,6,0,0,1,3,3,9,3,0,0,12,3,6,F11A1G4
6,1,0,0,0,0,1,3,0,0,3,0,0,0,13,7,0,0,0,2,4,1,5,0,9,1,9,3,0,0,2,0,0,2,11,8,2,1,3,2,3,1,2,2,4,3,8,5,0,0,3,3,2,1,0,0,0,0,0,0,4,0,2,4,0,1,1,1,0,2,1,1,1,0,0,3,54,2,1,3,0,1,0,0,0,2,1,0,2,2,3,5,3,2,3,0,0,0,1,0,9,0,9,1,0,0,1,2,0,15,6,4,0,8,0,0,2,0,0,0,12,5,0,1,0,2,9,0,0,1,3,5,1,4,0,9,0,0,1,0,6,0,0,0,7,7,1,0,2,3,0,1,1,1,1,0,0,0,1,4,1,0,0,0,2,0,0,2,2,0,1,3,2,0,0,0,2,0,2,0,1,1,0,7,2,5,7,1,0,4,0,2,4,2,0,0,2,9,4,G12G5C4
40,2,4,3,16,13,16,21,8,1,18,13,3,0,56,171,22,3,0,12,124,10,69,12,67,16,60,23,15,5,11,3,5,8,42,46,23,12,4,27,19,16,29,4,39,17,72,29,5,15,11,2,32,2,10,0,1,4,2,11,11,0,1,18,19,5,13,30,9,18,21,12,6,1,3,23,109,6,5,13,0,1,8,13,22,15,20,1,13,13,41,13,10,17,11,0,1,12,17,48,86,18,73,6,0,20,13,25,9,132,20,15,1,40,4,1,10,7,12,21,68,59,2,13,4,23,86,10,0,35,11,5,20,6,14,73,6,15,16,0,34,7,8,15,22,58,18,12,14,6,1,25,12,16,7,8,0,5,14,32,21,19,1,0,14,4,7,9,7,3,26,15,9,11,18,8,19,16,14,13,40,18,10,81,10,21,67,1,12,13,16,25,75,20,0,2,95,23,13,H7A5A4
11,3,1,1,2,2,4,8,1,0,3,2,0,0,20,7,5,3,4,8,34,7,22,4,24,3,16,3,7,5,1,0,2,4,10,16,7,10,0,12,1,4,4,0,18,8,21,14,1,4,4,1,12,2,6,2,0,1,0,2,6,0,2,5,5,5,5,7,4,4,2,3,10,0,1,5,4,1,2,3,0,2,4,1,10,4,4,0,4,5,9,6,2,5,7,0,0,4,5,1,24,5,16,4,0,1,2,4,6,40,6,2,0,24,0,1,8,2,9,16,27,16,0,3,2,3,29,4,0,8,0,0,4,1,3,25,1,3,2,0,11,1,4,7,10,16,11,3,2,4,2,3,3,16,1,1,0,2,6,40,6,3,0,0,9,1,1,3,2,2,19,2,4,4,7,6,2,4,4,5,13,4,5,38,6,3,16,0,4,8,8,5,15,10,0,3,20,5,8,H12B3A4
12,4,5,1,2,3,1,11,2,0,1,5,1,0,26,11,12,4,0,13,46,4,33,5,33,10,27,6,9,3,3,2,1,7,23,15,15,6,3,14,13,3,14,0,30,24,22,16,3,4,6,0,13,2,5,0,5,1,4,8,1,0,3,11,4,0,8,11,4,5,6,6,4,0,4,7,6,5,8,6,0,1,6,2,13,12,20,1,20,8,20,6,6,12,4,1,0,5,8,2,49,7,31,5,0,8,10,17,8,52,13,11,0,46,1,0,13,0,3,32,29,41,0,5,1,7,39,2,0,8,7,8,8,8,8,24,5,3,6,2,2,5,2,4,13,30,5,6,7,12,0,9,7,10,5,2,9,1,6,18,16,4,1,1,6,15,0,8,14,5,8,10,5,14,9,5,11,9,12,6,13,9,8,39,11,6,37,5,6,13,9,8,37,11,0,1,34,17,5,H10A6B4
40,4,7,0,6,9,8,27,6,0,22,8,0,0,53,28,10,1,4,18,93,9,70,12,41,17,46,14,13,8,19,2,0,16,35,26,18,25,4,25,30,18,24,3,26,36,53,35,17,16,10,3,20,1,8,2,4,3,0,8,18,5,1,16,9,10,20,11,6,18,5,12,9,0,5,13,11,3,8,7,0,0,11,5,12,16,17,1,18,17,31,12,14,11,16,0,2,10,17,4,79,22,69,6,0,16,14,28,8,100,14,9,0,33,1,1,17,2,8,31,46,63,1,5,5,20,79,8,0,20,17,6,34,14,9,66,2,6,10,0,12,6,0,12,23,47,7,6,16,13,1,5,8,21,7,6,0,2,13,28,12,14,2,4,20,7,2,10,14,2,20,25,13,14,14,7,10,18,12,6,38,9,18,80,11,13,51,4,39,25,18,17,58,14,0,1,53,17,13,D10F1C4
9,1,0,0,1,1,2,5,0,0,2,2,0,4,11,9,4,1,0,2,18,2,9,3,10,7,10,5,3,1,4,2,0,4,9,10,2,2,0,4,5,3,3,0,7,1,19,9,1,1,2,0,2,0,1,0,0,2,0,7,6,0,0,2,0,3,2,4,0,3,1,5,4,0,0,1,3,2,0,5,0,2,0,1,14,3,1,0,6,2,16,0,2,10,3,0,0,1,0,0,15,1,12,4,0,9,1,8,9,34,6,1,0,18,0,0,1,2,1,5,20,19,0,1,1,2,9,1,0,3,3,7,5,5,1,13,1,0,6,0,4,0,4,1,19,7,3,3,3,0,2,3,3,4,0,2,0,0,5,6,3,8,0,0,4,2,0,2,2,1,6,5,2,4,3,5,0,4,4,3,1,10,4,14,2,8,9,1,5,3,3,2,17,4,0,0,14,3,2,A10G1D4
62,3,5,10,8,13,23,27,5,1,19,6,2,0,108,69,22,43,6,25,151,21,127,13,87,30,126,25,25,10,17,4,26,26,80,45,55,29,7,37,39,9,35,8,71,36,90,61,15,15,23,0,33,9,25,3,13,5,3,21,17,2,7,31,21,13,34,41,8,32,17,17,14,0,18,25,14,12,14,23,15,0,14,8,35,24,46,2,19,22,55,15,18,32,24,0,12,13,15,11,152,23,128,14,0,28,17,66,22,173,100,17,0,98,4,1,18,4,11,53,88,93,1,12,1,25,145,15,7,29,29,12,31,44,27,110,3,8,16,2,16,6,8,28,48,98,19,17,12,22,8,12,7,29,10,7,0,7,14,45,21,22,5,0,32,20,1,18,19,9,32,30,17,16,14,7,29,17,15,13,56,29,23,186,17,33,76,0,10,36,40,43,117,27,0,4,105,36,35,C8F5F4
24,2,7,0,5,0,9,11,10,0,6,7,2,0,29,22,14,3,0,5,46,10,33,12,31,11,44,11,6,8,9,1,0,8,24,13,9,8,0,20,14,8,13,0,27,16,31,23,3,2,9,2,7,3,9,1,1,2,0,7,6,1,3,4,9,6,14,14,12,7,3,6,20,0,5,14,13,7,5,9,1,1,1,3,6,6,8,0,12,15,19,2,8,10,13,1,1,8,9,1,40,6,39,6,0,9,8,14,6,76,9,5,1,29,1,0,5,2,17,19,39,43,2,8,1,8,50,5,0,12,11,4,13,4,6,45,1,5,5,1,14,1,1,7,28,23,15,6,4,15,8,6,2,9,3,1,1,0,7,17,9,8,4,0,15,7,7,5,8,5,21,12,12,4,5,6,20,8,5,7,25,10,10,46,10,5,26,0,9,11,13,9,42,11,1,1,52,12,15,F8G3E4
5,0,2,0,4,2,0,2,0,0,1,0,0,0,13,5,1,0,0,3,6,1,5,3,4,3,5,0,1,1,2,0,0,2,5,11,1,0,0,1,3,1,2,0,3,1,5,1,0,2,1,0,4,0,4,0,0,1,0,0,1,0,0,1,0,3,3,1,0,3,0,0,1,0,1,4,3,0,2,3,0,0,0,0,2,2,7,0,1,2,5,0,1,3,4,0,0,2,4,0,6,0,6,2,0,5,5,0,0,21,0,2,0,5,0,0,2,0,1,4,9,9,0,0,0,5,13,0,0,1,0,0,3,2,2,4,2,0,0,0,0,0,4,1,8,7,5,1,2,0,0,1,0,4,3,0,0,0,1,10,3,3,0,0,3,5,0,0,2,1,5,4,2,2,0,0,2,2,1,0,6,2,5,18,1,2,8,0,0,1,3,1,4,1,0,0,4,5,1,H9B6B4
26,3,3,2,5,6,6,20,4,1,11,3,2,0,65,31,13,4,1,28,70,6,51,8,55,14,45,15,14,11,19,4,0,15,37,16,15,5,9,15,20,10,24,4,22,18,57,25,6,4,15,1,29,2,10,3,0,1,0,14,9,0,2,11,9,9,27,20,8,10,3,9,12,1,5,11,9,5,1,12,0,2,11,3,7,11,5,5,9,27,32,8,17,11,11,0,2,12,18,2,71,11,49,17,0,26,5,8,6,91,23,13,0,34,2,0,12,3,14,31,50,62,2,1,1,16,77,8,0,21,13,3,25,13,19,86,3,3,13,1,7,2,2,8,19,42,11,8,9,13,6,11,2,21,6,5,0,0,13,25,10,16,8,0,10,4,7,6,10,7,13,11,3,10,15,11,13,9,5,6,38,6,12,82,9,18,41,0,6,18,17,5,61,11,0,5,64,11,20,E8E1H4
18,1,3,2,5,6,6,5,9,0,2,6,1,0,22,40,6,17,0,7,44,9,23,3,25,6,24,10,4,6,4,1,0,8,20,17,9,7,0,13,10,6,20,4,23,12,30,8,1,4,4,0,13,2,3,1,0,3,1,1,15,0,2,8,6,3,9,19,6,13,8,2,5,0,1,9,12,6,4,6,5,2,1,5,4,7,9,3,11,3,15,16,2,7,7,1,1,4,1,8,39,4,25,4,0,4,9,6,5,52,4,5,0,20,1,0,9,0,7,23,31,22,0,7,1,8,42,6,0,4,4,17,10,3,17,29,2,1,11,0,1,0,5,10,27,20,6,5,4,3,3,1,5,4,3,1,19,0,7,16,3,4,1,0,17,1,5,5,6,3,10,4,4,9,5,10,3,3,11,5,10,8,13,31,3,3,23,0,5,12,15,25,31,10,0,5,33,7,6,B10C5G4
37,3,1,8,6,5,9,20,3,0,21,6,3,0,81,27,19,11,21,10,117,8,82,6,67,17,61,22,10,9,14,2,19,10,43,45,27,15,1,13,15,9,17,1,39,31,88,51,10,9,11,3,20,8,10,1,0,2,0,18,19,1,6,14,12,14,21,15,5,17,6,10,7,0,19,22,10,6,5,9,0,1,10,5,12,9,13,0,25,16,35,9,8,20,14,0,1,13,27,2,96,10,107,7,0,19,17,26,14,140,34,20,0,72,6,1,12,13,9,27,53,73,4,6,3,15,87,1,0,20,17,15,21,19,19,75,9,7,9,1,21,8,4,24,22,53,8,9,13,13,3,15,4,31,15,8,0,5,14,45,20,18,2,0,19,3,4,17,15,4,19,20,7,10,14,7,15,12,18,7,31,19,37,161,14,11,61,0,12,12,20,14,101,19,1,5,82,23,19,G11G1B4
