HMGB2_4,Wnk1_2,CDC20_1,Pym1_1,ANP32E_4,Nop56_2,Zzef1_2,Cdca2_3,Bub1_1,Aurka_1,Ect2_3,Nsd2_3,Fxr1_1,Pisd_2,Wnk1_3,Septin9_3,Prmt5_3,Cdk10_2,Rabggtb_3,Eif4g3_1,Aurka_2,Eif4g3_3,CKS2_1,NASP_3,Ehmt1_1,Mta1_1,Prmt5_1,Smc4_3,Troap_1,Rbl1_2,Mphosph9_3,Bub1b_2,Eif4e_2,Ifngr2_3,Nsd2_2,Nt5c2_2,Fn3krp_1,Depdc1b_1,Septin9_1,AW549877_1,Prmt5_2,Pym1_3,Paip1_1,Pop5_3,Fam107b_2,Smc4_2,Wnk1_1,Ect2_2,Ptk2_2,Hnrnpr_2,Bub1b_3,Fam107b_1,TMPO_2,CDC20_2,Tpcn1_3,Prc1_3,Setd5_2,Fut10_1,Fam107b_3,Mios_2,Srsf2_2,Aurkb_3,Fut10_3,Aurka_3,ATAD2_3,Fam13b_3,Mphosph9_1,Kri1_3,Trmt2b_2,Eif4e_1,SLBP_1,8030462N17Rik_1,Nsd2_1,CENPF_4,ANP32E_1,MCM2_3,BRIP1_4,MCM6_2,EXO1_1,Nme4_2,RFC2_3,BRIP1_1,MCM4_3,CBX5_1,HMMR_4,MCM6_4,LBR_2,SLBP_2,GAS2L3_4,MCM2_2,RRM2_1,CLSPN_4,MCM4_2,LBR_4,CDC6_3,NASP_2,CTCF_3,WDR76_4,TIPIN_4,DTL_4,CENPF_2,USP1_1,CDCA8_2,ATAD2_2,HMGB2_2,TYMS_1,MCM5_3,USP1_2,UHRF1_1,FEN1_1,PCNA_4,CKS1B_1,UBR7_2,DTL_1,NUSAP1_3,UHRF1_3,MCM4_1,MKI67_3,NDC80_1,DLGAP5_3,RRM2_4,CHAF1B_4,PCNA_2,MCM5_2,UNG_1,NDC80_2,ECT2_1,RANGAP1_2,CCNB2_3,CASP8AP2_4,RRM1_3,CDCA7_3,Plcg1_2,CDC6_2,RANGAP1_1,SMC4_2,DLGAP5_1,GMNN_3,NCAPD2_3,CDK1_1,PRIM1_1,RRM1_1,HELLS_2,CASP8AP2_1,NUF2_3,CKS1B_2,TUBB4B_4,KIF11_4,TOP2A_4,NCAPD2_2,CKS2_2,MSH2_4,DSCC1_2,Tra2a_2,CLSPN_3,TIPIN_3,NUSAP1_4,TOP2A_1,CENPU_2,ANLN_4,G2E3_3,HELLS_1,BIRC5_2,CHAF1B_3,CCNB2_2,CBX5_4,CKAP5_1,POLD3_2,MKI67_4,GMNN_2,NEK2_1,Phf1_3,TYMS_3,CENPE_1,TMPO_1,RPA2_2,Pcf11_3,Plcg1_1,E2F8_3,Rad54l_2,Fn3krp_3,Sting1_3,Nop56_3,Ap1g1_1,Glcci1_1,Top3b_2,Troap_2,Kif22_3,Bub1_2,Ifngr2_2,Bub1b_1,Espl1_3,Rhbdf2_2,Capn7_2,Rsrp1_1,Ptk2_1,Taf1a_3,Mphosph9_2,Paip1_2,Ppip5k2_2,Troap_3,Srsf2_3,Ect2_1,Tbc1d5_3,Nav2_2,Gclc_1,Pif1_1,Ap1g1_3,Sun2_3,Racgap1_3,Capn7_1,Strada_3,Trmt2b_3,Bub1_3,Cdca2_1,Psmc3ip_3,Trex1_3,Setd5_3,Tra2a_1,Rsrp1_3,Setd5_1,CKS2_3,Rbl1_1,Pcf11_1,Espl1_1,Espl1_2,Aurkb_1,Wdr12_2,Sun2_2,Fam13b_2,Pif1_3,Trex1_1,Ttk_3,Rabggtb_1,Ap1g1_2,Tra2a_3,DSCC1_1,ANLN_1,CDC25C_1,CDCA7_1,NUF2_4,PIMREG_1,UBR7_3,EXO1_2,AURKB_2,RAD51_2,CKAP2_4,E2F8_2,RAD51AP1_1,CDC45_2,RFC2_2,AURKB_1,TPX2_3,BUB1_2,CDC45_4,POLD3_3,CKAP2_3,SMC4_4,UNG_4,CKAP5_2,WDR76_1,GINS2_4,TTK_2,TACC3_4,FEN1_4,NEK2_4,TTK_4,RPA2_1,CENPA_3,RAD51AP1_3,TPX2_4,GTSE1_3,KIF20B_1,PSRC1_3,CTCF_1,PRIM1_4,CDC25C_3,BUB1_1,Nme4_1,KIF20B_3,MSH2_3,G2E3_2,GINS2_3,KIF2C_2,RAD51_1,POLA1_2,AW549877_2,KIF11_2,AURKA_2,AURKA_4,HMMR_1,TACC3_1,CCNE2_1,CDCA8_3,CENPU_1,GTSE1_1,Mios_3,CDCA3_1,Sting1_2,Ttk_2,Paip1_3,Tmem175_2,Sting1_1,Fxr1_3,Rbl1_3,Cdk10_1,Ehmt1_3,OT_547010MH,Ehmt1_2,OT_247316MH,Strada_1,CDCA2_3,KIF23_2,POLA1_4,Rabggtb_2,Rnft1_2,Pick1_1,Ttk_1,Pif1_2,Nrf1_3,OT_268018HH,Lias_2,Brd8_1,Gclc_3,Depdc1b_2,Snapc5_1,Strada_2,KIF23_1,OT_6673HM,GAS2L3_1,TUBB4B_3,CENPA_2,KIF2C_4,Gclc_2,Trmt2b_1,Pold3_1,Tmem175_3,Rad54l_3,Plcg1_3,Pick1_3,Zmym1_3,Crtc1_1,Ppip5k2_3,Psmc3ip_1,Kifc1_2,OT_117138HM,Kri1_2,Mbnl1_2,Fbxl5_3,Ehbp1_3,Pop5_2,Spdl1_2,Trex1_2,Zfp507_2,Recql5_1,Fxr1_2,Pisd_1,Nol8_1,Polr1b_3,Recql5_2,Stau2_1,Top3b_3,Spdl1_1,Hps4_3,Nrf1_2,Ccdc14_3,Psrc1_3,Depdc1b_3,AW549877_3,Cdca2_2,Niban2_1,Zmym1_2,Polr1b_2,Psrc1_1,Snapc5_2,Vps18_1,Rhbdf2_1,Nt5c2_3,Psrc1_2,Tbc1d7_3,Nt5c2_1,Rnft1_1,Rnft1_3,Racgap1_2,Nol8_3,Man2c1_1,Fam13b_1,Nr4a1_2,Vps18_2,HJURP_1,BLM_3,ECT2_2,OT_402472HH,HJURP_4,OT_217098HM,CKAP2L_4,CKAP2L_2,Cntrob_3,CCNE2_2,Brd8_2,Mios_1,CENPE_3,Tpcn1_2,CDCA2_1,Mzf1_3,Cntrob_2,Hnrnpr_1,Nrf1_1,Knstrn_1,Fut10_2,Spg7_3,Nol8_2,Knstrn_3,Zfp507_3,Tmem25_3,Glcci1_2,Taf1a_2,Wdr12_3,Apbb2_2,Knstrn_2,Mzf1_1,Snapc5_3,Zzef1_3,Top3b_1,Dnajc2_3,Hnrnpr_3,OT_395148HM,OT_268510HM,Fam13a_3,PIMREG_4,Ppip5k2_1,Fbxl5_2,Fn3krp_2,Capn7_3,BLM_1,OT_453636MH,Hps4_2,Tgfbr3_1,OT_498572MM,Racgap1_1,Man2c1_3,Spdl1_3,Pold3_3,Stau2_3,Rsrp1_2,Aurkb_2,Tbc1d5_1,OT_299643HM,BIRC5_4,OT_289048HM,OT_241186MH,Robo1_3,PSRC1_2,OT_288281HM,Crtc1_2,Srsf2_1,OT_44356HM,Pcf11_2,Ccdc14_2,Rhbdf2_3,Nop56_1,Mta1_2,OT_136491HM,Apbb2_3,Tpcn1_1,Wdr12_1,OT_547982MM,Fbxl5_1,Zzef1_1,OT_47319MM,Zmym1_1,Niban2_2,OT_297784HH,Ccdc14_1,OT_402598HM,Ifngr2_1,Prc1_1,OT_121590MM,Nav2_1,OT_6244HH,OT_188698MH,Tacc2_3,8030462N17Rik_2,OT_491078MM,Taf1a_1,OT_35318HM,OT_400717HH,Prc1_2,Mbnl1_1,OT_394737HM,Vps18_3,Psmc3ip_2,Ptk2_3,Lias_1,Apbb2_1,Tgfbr3_2,OT_383922HH,Cdk10_3,Man2c1_2,Upf3a_2,Kifc1_3,Nme4_3,OT_247166MH,Kri1_1,OT_513852MM,Nr4a1_3,OT_214587HH,Tacc2_1,Tgfbr3_3,Pold3_2,OT_5579HM,OT_247472MM,OT_454053MM,OT_10939HM,OT_307659MM,OT_247155MH,Supt7l_3,Phf1_2,OT_402614HM,OT_46194MH,Spg7_1,Niban2_3,Pym1_2,OT_329933HM,Psph_1,Ehbp1_1,Zfp507_1,OT_194398HM,OT_57972HH,OT_16748HM,OT_469226HH,OT_470117HM,Pisd_3,OT_453459MH,OT_46672MM,OT_34269HH,Psph_2,Mbnl1_3,OT_217379HM,OT_121223MH,OT_116278HM,Kif22_2,Hps4_1,OT_121155MH,OT_341116MM,OT_91169HM,OT_477057HM,OT_146607HM,OT_247730MM,Tacc2_2,OT_57128HM,Upf3a_3,OT_362566MM,OT_216199HH,OT_109896HH,Rad54l_1,OT_235858HM,Nr4a1_1,OT_304140MM,Psph_3,OT_267874HH,Phf1_1,OT_75535HM,OT_478318HM,Brd8_3,OT_247438MH,Glcci1_3,OT_30438MH,OT_247537MM,OT_340711MH,OT_512451MM,OT_111360HH,OT_161136MH,Ptpn3_1,OT_247590MM,OT_427072HM,OT_543282MH,OT_217035HM,OT_339190MH,OT_36277HM,OT_547324MM,OT_121687MM,Tmem25_1,OT_467768HH,OT_193903HH,OT_480343HH,Tbc1d7_1,OT_247628MM,OT_519212MM,OT_448723MM,OT_530977HM,OT_394646HM,OT_167159MH,OT_45156MM,OT_216175HH,Pcnx2_2,OT_116879HM,OT_340623MH,OT_59380HH,Eif4g3_2,OT_241768MM,OT_169878HM,Tbc1d5_2,OT_95418HM,OT_500648MM,OT_469186HH,OT_51688HM,OT_217308HM,OT_117046HM,OT_211071HH,OT_459124MM,Dnajc2_1,OT_310483MH,OT_247569MM,OT_492513MM,Pick1_2,OT_456459MH,Ehbp1_2,OT_194210HM,OT_241855MM,OT_405310MH,OT_479846HM,OT_523046HM,OT_277043MH,Crtc1_3,OT_462003HM,OT_469531HM,OT_469252HH,OT_217361HM,OT_445671MM,cell
92,0,34,0,79,0,0,0,0,1,0,0,7,0,0,24,45,0,0,0,0,1,100,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,68,33,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,44,0,0,62,47,79,18,51,26,36,56,11,51,99,9,25,59,19,5,107,81,9,48,58,27,110,7,16,10,10,26,20,17,19,125,57,29,45,41,12,108,53,14,19,37,20,13,57,16,30,18,37,53,22,20,15,35,36,28,21,15,37,9,0,102,43,43,13,98,75,12,20,47,20,17,32,61,42,98,50,234,33,12,15,2,28,30,78,1,16,18,12,80,5,3,100,23,7,2,25,17,2,4,26,57,47,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,17,9,27,25,14,10,20,42,1,11,5,7,22,15,32,71,8,16,6,36,6,9,40,6,6,15,19,20,28,26,18,19,6,50,30,14,23,10,2,9,44,10,7,4,9,16,3,2,6,0,11,36,47,14,39,3,4,3,5,3,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,3,37,17,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,3,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E8D5C3
149,0,28,0,76,1,0,0,0,0,0,0,9,0,0,17,33,0,0,0,0,0,40,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,0,0,0,0,0,66,29,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,42,0,0,59,46,89,13,43,21,30,36,14,59,62,4,33,72,16,7,75,115,6,26,59,16,91,6,15,19,12,18,33,13,8,142,75,11,66,48,6,104,42,15,13,35,37,11,43,5,36,42,35,52,7,34,16,12,25,20,22,23,38,7,1,54,43,22,10,110,66,18,19,46,15,12,14,51,32,113,44,113,62,16,13,3,20,26,59,1,11,14,14,72,5,5,74,14,17,3,15,20,3,7,29,45,33,2,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,13,8,29,19,7,1,22,40,1,23,8,13,19,9,42,47,10,7,14,34,2,17,25,3,2,7,5,13,22,18,16,19,9,38,20,9,12,10,1,5,22,6,5,11,11,16,2,1,4,0,10,33,21,6,30,6,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,20,27,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,11,0,11,0,3,2,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A5B3C3
65,0,25,0,63,0,0,0,0,0,0,0,5,0,1,21,27,0,0,0,0,0,13,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,15,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,46,0,1,40,43,71,11,59,21,22,44,15,52,51,3,22,53,23,1,99,113,4,34,37,26,57,2,23,11,20,10,33,11,18,62,51,24,57,42,12,101,39,17,23,24,32,2,18,6,12,46,30,41,14,25,5,11,15,22,21,18,25,4,2,38,20,11,12,45,36,22,10,38,27,16,17,35,23,45,15,51,29,23,16,1,26,27,28,4,5,8,15,31,4,2,38,10,14,2,11,7,0,2,5,28,37,2,0,5,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,28,14,4,4,19,18,2,6,13,5,11,21,15,16,5,13,9,18,3,6,31,5,7,6,14,12,11,9,12,8,15,19,10,6,6,0,2,1,13,1,3,11,5,11,4,2,5,0,8,8,11,5,14,8,2,2,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,9,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,14,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A4B12C3
72,0,24,0,52,0,0,0,0,0,0,0,7,0,0,7,5,0,0,0,0,0,39,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,14,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,8,0,0,52,34,19,3,10,1,13,13,3,34,35,9,6,22,7,6,29,57,0,24,27,2,27,3,6,2,3,37,7,25,5,52,16,4,15,8,2,20,37,5,6,35,6,6,18,6,19,32,5,22,0,1,9,12,15,13,6,7,12,3,0,28,35,20,8,33,19,7,11,13,2,20,30,33,2,75,35,111,12,9,8,2,4,30,65,1,6,9,3,27,0,2,46,10,1,2,10,21,0,0,9,14,17,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,8,7,8,27,10,2,5,45,0,12,3,1,2,0,59,29,5,6,4,27,3,2,8,0,1,4,8,4,23,18,11,31,3,30,11,2,22,2,1,3,19,0,0,4,5,10,6,1,4,0,1,29,33,3,17,0,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,3,14,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,9,0,13,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G12F5C3
49,0,14,0,41,0,0,0,0,0,0,0,3,0,0,8,15,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,37,7,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,20,0,0,21,31,52,8,31,21,20,24,7,37,37,3,19,23,17,1,35,45,1,28,24,12,27,4,12,10,10,10,23,7,9,47,28,15,31,23,5,41,18,13,11,26,9,3,15,9,19,10,16,34,12,14,5,10,9,8,6,11,13,1,1,20,16,16,6,31,14,16,8,27,4,10,14,23,16,43,12,57,19,15,7,7,19,11,17,3,6,16,4,17,1,3,46,3,10,0,10,7,1,2,11,14,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,4,9,10,6,5,25,11,1,7,5,8,8,7,15,16,2,6,10,10,1,3,20,3,1,1,5,6,11,4,5,6,7,11,2,5,7,1,0,0,10,1,6,3,11,8,2,1,1,0,5,11,12,6,9,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F9A6B3
57,1,12,0,53,0,0,0,0,0,0,0,11,0,0,8,10,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,48,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,0,0,29,25,37,5,32,8,11,17,6,26,32,2,13,39,12,8,37,39,1,27,26,9,32,5,13,5,8,10,11,6,4,52,32,7,30,23,2,40,20,4,17,19,13,3,37,7,19,18,11,18,8,22,5,6,5,8,1,6,15,3,2,24,25,2,10,46,22,10,5,31,8,3,13,22,13,35,25,44,21,7,7,0,5,17,22,1,12,6,7,25,1,3,30,2,6,0,13,9,1,5,11,19,23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,8,16,16,3,5,13,13,0,8,2,3,5,6,9,25,2,5,8,15,2,2,15,1,2,3,7,2,14,11,9,9,4,25,5,2,13,3,3,2,4,1,4,4,5,5,3,0,3,1,11,14,10,0,12,3,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5B9C3
93,0,13,0,24,0,1,0,0,0,1,0,6,0,0,6,7,0,0,0,0,0,19,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19,10,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,37,17,13,2,4,1,9,9,5,3,19,12,4,29,2,11,11,16,2,3,27,3,26,1,10,3,2,20,7,5,2,84,20,4,17,7,2,25,23,4,4,23,10,3,37,10,21,12,4,21,2,5,8,16,12,14,2,5,7,2,0,17,25,12,4,48,35,8,4,7,7,15,19,20,19,61,11,58,10,1,0,3,1,17,41,2,9,7,7,46,0,0,20,4,2,1,6,12,2,6,15,35,16,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,8,8,13,7,1,4,14,1,10,3,5,6,1,18,30,2,5,1,16,0,1,21,2,4,2,5,2,14,15,8,15,3,29,11,5,14,3,1,2,13,2,4,6,7,3,5,1,3,0,10,27,23,5,19,1,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,15,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,9,0,4,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F10H10C3
